frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,angular_vel_dps,vx_mm_s,vy_mm_s,speed_mm_s
65,0.5416645,379.7011740941593,644.0241679744257,230.1219236934299,390.317677560258,79.92384718084114,0.6060606060606061,0.0,0.0,47.868977668115804,,,,
66,0.5499978,379.69678057579375,644.0304211556365,230.11926095502653,390.32146736705243,79.72259567049001,0.6060606060606061,-0.002662738403358844,0.003789806794429751,63.80808716161557,,,,
67,0.5583311,379.6940256007734,644.0358156147518,230.117591273196,390.3247367362132,79.69844548924787,0.6060606060606061,-0.004332420233879475,0.007059175955191677,79.74712710259335,,,,
68,0.5666644,379.6878614695105,644.0446039095957,230.11385543606698,390.33006297551253,79.69554746749881,0.6060606060606061,-0.008068257362907616,0.012385415254527743,79.74085740074871,765.8551888052385,-0.3346023740858114,0.4601138719196659,0.5689143379075342
69,0.5749977,379.6832689421063,644.0512139018691,230.11107208612503,390.33406903143583,79.69519970488892,0.6060606060606061,-0.01085160730485768,0.016391471177826133,79.74010503652735,383.4284394793589,-0.3198913638947003,0.40716207683385763,0.517794787059576
70,0.5833309999999999,379.67817027295655,644.0558006765889,230.10798198361005,390.33684889490235,79.89249867161793,0.6060606060606061,-0.013941709819846437,0.019171334644340732,79.77948289246923,0.9035597833861427,-0.2978004886539565,0.2720659225352222,0.40336707506621905
71,0.5916643,379.67478813249613,644.0584134364492,230.10593220151281,390.33843238572683,79.71883384938322,0.6060606060606061,-0.015991491917077383,0.020754825468827676,79.78420823518225,0.10842717400624036,-0.21498769348920627,0.05990176162116154,0.22317690157614287
72,0.5999976,379.6735518990736,644.054520072108,230.1051829691355,390.3360727709745,79.89533476895724,0.6060606060606061,-0.01674072429437956,0.018395210716505517,79.78477527630781,0.013011260880720285,-0.16528757112444062,-0.010106609001320085,0.1655962702288991
73,0.6083309,379.67308112470477,644.0487221392341,230.10489765133622,390.3325588722631,79.71917418106393,0.6060606060606061,-0.017026042093675642,0.014881312005115888,79.74537518159444,-0.9456777892136459,-0.14938081441666254,0.0347057444468899,0.15335943535824004
74,0.6166642,379.6719054670456,644.0505190752796,230.10418513154278,390.3336479244119,79.69803491051674,0.6060606060606061,-0.0177385618871142,0.01597036415387265,79.74064717022884,-0.2996549309625144,-0.14491959729696602,0.08957232128999322,0.17036692878018483
75,0.6249975,379.66790038304515,644.0581866869755,230.10175780790615,390.33829496180334,79.69549819805107,0.6060606060606061,-0.020165885523738325,0.02061740154533709,79.74007980886496,-0.22213218797259707,-0.14606150151828606,0.13674067379892543,0.2000799192741751
76,0.6333308,379.66482495003487,644.0645715089056,230.09989390911204,390.34216455085186,79.69519379255519,0.6060606060606061,-0.02202978431785141,0.024486990593857172,79.7717226630013,-5.955625867499137,-0.16158929389051127,0.14230668768407803,0.21531904992277795
77,0.6416641,379.6635102110111,644.0639209558279,230.0990970975825,390.34177027625935,79.89249796213788,0.6060606060606061,-0.022826595847391218,0.024092716001348435,79.77551980549765,-13.70319190191718,-0.1807087465271911,0.04881415280025474,0.187185663406777
