frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,angular_vel_dps,vx_mm_s,vy_mm_s,speed_mm_s
878,7.316637399999999,552.2261963652418,527.1278486011856,81.20973475959438,77.51880126488024,-81.27907820254092,0.14705882352941177,0.0,0.0,-48.76744692152455,,,,
879,7.3249707,552.1557007026386,526.5608317792027,81.19936775038802,77.43541643811804,-81.27907820254092,0.14705882352941177,-0.010367009206362354,-0.08338482676219883,-65.02326256203274,,,,
880,7.333304,552.0852050828862,525.993815122535,81.18900074748326,77.35203163566692,-81.27907820254092,0.14705882352941177,-0.020734012111120137,-0.16676962921332006,-81.27907820254093,,,,
881,7.3416372999999995,552.0147094738466,525.4267985071963,81.1786337461539,77.26864683929357,-81.27907820254092,0.14705882352941177,-0.031101013440476777,-0.2501544255866719,-81.27907820254093,-780.2822718734506,-1.2440453412943948,-10.006216382816081,10.08325419251807
882,7.3499706,551.9442138674851,524.8597819021898,81.1682667452184,77.18526204443967,-81.27907820254092,0.14705882352941177,-0.04146801437597958,-0.3335392204405707,-81.27907820254093,-390.1411359367253,-1.244045139839061,-10.006215605618813,10.083253396403695
883,7.3583039,551.8737182617931,524.2927652997662,81.15789974438134,77.10187724996563,-81.27907820254092,0.14705882352941177,-0.05183501521304379,-0.4169240149146134,-81.27907820254093,0.0,-1.2440450894754769,-10.006215411319271,10.08325319737491
884,7.3666371999999996,551.8032226562686,523.7257486979884,81.14753274356892,77.01849245558653,-81.27907820254092,0.14705882352941177,-0.06220201602546638,-0.5003088092937134,-81.27907820254093,0.0,-1.2440450768848101,-10.006215362744005,10.083253147617363
885,7.3749705,551.7327270507859,523.1587320963721,81.13716574276263,76.93510766123119,-81.27907820254092,0.14705882352941177,-0.07256901683174988,-0.5836936036490528,-81.27907820254093,0.0,-1.2440450737371764,-10.006215350600709,10.083253135178497
886,7.3833038,551.6622314453136,522.5917154947962,81.12679874195788,76.85172286688179,-81.27907820254092,0.14705882352941177,-0.0829360176364986,-0.667078397998452,-81.27907820254093,0.0,-1.2440450729500057,-10.006215347564575,10.083253132068442
887,7.3916371,551.591735839844,522.0246988932303,81.11643174115353,76.76833807253387,-81.27907820254092,0.14705882352941177,-0.09330301844084943,-0.7504631923463734,-81.27907820254093,0.0,-1.2440450727531864,-10.006215346805158,10.083253131290544
888,7.3999704,551.521240234375,521.457682291667,81.10606474034927,76.68495327818633,-81.27907820254092,0.14705882352941177,-0.10367001924511499,-0.833847986693911,-81.27907820254093,0.0,-1.2440450727041,-10.006215346615399,10.083253131096178
889,7.4083037,551.4507446289062,520.8906656901042,81.09569773954505,76.60156848383886,-81.27907820254092,0.14705882352941177,-0.11403702004933791,-0.9172327810413776,-81.27907820254093,0.0,-1.2440450726914807,-10.006215346567991,10.083253131047575
890,7.416637,551.3802490234375,520.3236490885417,81.08533073874081,76.51818368949144,-81.27907820254092,0.14705882352941177,-0.12440402085357505,-1.0006175753888016,-81.27907820254093,0.0,-1.2440450726884111,-10.006215346556054,10.08325313103535
891,7.4249703,551.3097534179688,519.7566324869792,81.07496373793659,76.43479889514401,-81.27907820254092,0.14705882352941177,-0.13477102165779797,-1.0840023697362255,-81.27907820254093,0.0,-1.244045072687729,-10.006215346553667,10.083253131032897
892,7.4333035999999995,551.2392578125,519.1896158854167,81.06459673713236,76.35141410079659,-81.27907820254092,0.14705882352941177,-0.1451380224620209,-1.1673871640836495,-81.27907820254093,0.0,-1.244045072687729,-10.006215346552644,10.083253131031881
893,7.4416369,551.1687622070312,518.6225992838542,81.05422973632812,76.26802930644915,-81.27907820254092,0.14705882352941177,-0.15550502326625804,-1.2507719584310877,-81.27907820254093,0.0,-1.244045072687729,-10.006215346552644,10.083253131031881
894,7.4499702,551.0982666015625,518.0555826822917,81.0438627355239,76.18464451210173,-81.27907820254092,0.14705882352941177,-0.16587202407048096,-1.3341567527785116,-81.27907820254093,0.0,-1.244045072687729,-10.006215346552644,10.083253131031881
895,7.4583034999999995,551.0277709960938,517.4885660807292,81.03349573471966,76.1012597177543,-81.27907820254092,0.14705882352941177,-0.1762390248747181,-1.4175415471259356,-81.27907820254093,0.0,-1.2440450726877026,-10.00621534655243,10.083253131031668
896,7.4666368,550.957275390625,516.9215494791667,81.02312873391544,76.01787492340688,-81.27907820254092,0.14705882352941177,-0.18660602567894102,-1.5009263414733596,-81.27907820254093,0.0,-1.244045072687729,-10.006215346552644,10.083253131031881
897,7.4749701,550.8867797851562,516.3545328776042,81.01276173311122,75.93449012905945,-81.27907820254092,0.14705882352941177,-0.19697302648316395,-1.5843111358207835,-81.27907820254093,0.0,-1.244045072687729,-10.006215346552644,10.083253131031881
898,7.4833034,550.8162841796875,515.7875162760417,81.00239473230698,75.85110533471202,-81.27907820254092,0.14705882352941177,-0.20734002728740109,-1.6676959301682217,-81.27907820254093,0.0,-1.2440450726873615,-10.00621534655243,10.083253131031626
899,7.4916367,550.7457885742188,515.2204996744792,80.99202773150276,75.76772054036459,-81.27907820254092,0.14705882352941177,-0.217707028091624,-1.7510807245156457,-81.27907820254093,390.1411359367669,-1.244045072687729,-10.006215346552644,10.083253131031881
900,7.49997,550.67529296875,514.6534830729167,80.98166073069854,75.68433574601717,-81.27907820254092,0.14705882352941177,-0.22807402889584694,-1.8344655188630696,-81.27907820254093,780.2822718734922,-1.244045072687729,-10.006215346552644,10.083253131031881
901,7.5083033,550.6047973632812,514.0864664713542,80.9712937298943,75.60095095166974,-81.27907820254092,0.14705882352941177,-0.23844102970008407,-1.9178503132104936,-65.02326256203274,780.2822718734922,-0.9952360581499627,-8.004972277241714,8.066602504825081
902,7.5166366,550.5343017578125,513.5194498697917,80.96092672909008,75.51756615732232,-81.27907820254092,0.14705882352941177,-0.248808030504307,-2.0012351075579176,-48.76744692152455,780.2822718734922,-0.746427043612564,-6.00372920793134,6.0499518786188755
