frame,t_s,x_px_filt,y_px_filt,x_mm,y_mm,angle_deg_raw,mm_per_px,angle_deg_unwrapped,angular_vel_dps,vx_mm_s,vy_mm_s,speed_mm_s
29,0.2464110630104293,158.49395751953125,360.4964294433594,0.282261439732153,-0.002040318080361203,-90.0,0.5714285714285714,-90.26644439697264,6.271542696019385,-0.20277142656447145,-0.007798901021800642,0.2029213500057071
30,0.2549079962176855,158.4974822998047,360.498291015625,0.284275599888403,-0.0009765625,-90.0,0.5714285714285714,-90.26644439697264,6.271542696019385,-0.16008270518246004,0.00041046847444411484,0.1600832314232285
31,0.26340492942494165,158.49949645996094,360.4994201660156,0.2854265485491112,-0.0003313337053612031,-90.0,0.5714285714285714,-89.99999999999999,6.271542696019385,0.16418738993058168,0.08784025361336463,0.18620797288805088
32,0.27190186263219784,158.5004425048828,360.5000305175781,0.2859671456473194,1.7438616055187595e-05,-90.0,0.5714285714285714,-89.99999999999999,6.271542696019385,0.09112400141126052,0.05253996477770591,0.10518570022603826
33,0.28039879583945404,158.50074768066406,360.5002746582031,0.2861415318080418,0.0001569475446387969,-90.0,0.5714285714285714,-89.99999999999999,6.271542696019385,0.04145731595734072,0.02668045086363179,0.04930066434312471
34,0.28889572904671024,158.500732421875,360.5003356933594,0.2861328125,0.0001918247767775938,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.011903585769922825,0.010261711870473185,0.0157161727113989
35,0.29739266225396643,158.5005645751953,360.5002746582031,0.2860369001116112,0.0001569475446387969,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.0028732793237860287,0.0012314054246708507,0.003126034771464498
36,0.3058895954612226,158.50038146972656,360.50018310546875,0.2859322684151806,0.0001046316964163907,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.008414603734135908,-0.0028732793237860213,0.008891641584939769
37,0.31438652866847877,158.50022888183594,360.5001220703125,0.2858450753348194,6.97544642775938e-05,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.009235540683358991,-0.004104684748456881,0.010106614101576927
38,0.32288346187573497,158.5001220703125,360.50006103515625,0.2857840401785694,3.48772321387969e-05,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.0075936667842438415,-0.003694216273343601,0.008444584602238578
39,0.33138039508299116,158.5000457763672,360.5000305175781,0.285740443638403,1.7438616055187595e-05,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.005336090172793242,-0.0024628108486727334,0.005877014174606075
40,0.3398773282902473,158.5,360.5,0.2857142857142918,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.003283747798564805,-0.0016418738991151565,0.0036713416492033008
41,0.3483742614975035,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.001847108136671799,-0.0008209369495575796,0.002021322820261046
42,0.3568711947047597,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.0008209369498920747,-0.00041046847444429737,0.0009178354123756239
43,0.3653681279120159,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.0002052342375566411,0.0,0.0002052342375566411
44,0.37386506111927204,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.0002052342375566411,0.0,0.0002052342375566411
45,0.38236199432652823,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-3.8877521593196973,0.0,3.8877521593196973
46,0.39085892753378443,158.5,360.5,0.2857142857142918,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-6.110644184742972,0.0,6.110644184742972
47,0.3993558607410406,158.2109375,360.5,0.1205357142857224,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-7.174578471493689,0.0,7.174578471493689
48,0.40785279394829677,158.04566955566406,360.5,0.026096888950903008,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-3.643112948323122,0.0,3.643112948323122
49,0.41634972715555296,157.96656799316406,360.5,-0.01910400390625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-1.4052388235689315,0.0,1.4052388235689315
50,0.42484666036280916,158.2291259765625,360.5,0.1309291294642918,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,3.715560634130087,0.0,3.715560634130087
51,0.43334359357006536,158.39552307128906,360.5,0.22601318359375,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,2.6060643466739224,0.0,2.6060643466739224
52,0.4418405267773215,158.4871826171875,360.5,0.2783900669642918,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,1.6026741599606034,0.0,1.6026741599606034
53,0.4503374599845777,158.2394256591797,360.5,0.136814662388403,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-3.037877182191365,0.0,3.037877182191365
54,0.4588343931918339,158.08572387695312,360.5,0.04898507254465301,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-5.752715674694372,0.0,5.752715674694372
55,0.4673313263990901,158.00326538085938,360.5,0.0018659319196530078,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-3.2098634731437583,0.0,3.2098634731437583
56,0.4758282596063462,157.9678192138672,360.5,-0.0183890206473194,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,2.4100656499441264,0.0,2.4100656499441264
57,0.4843251928136024,158.24853515625,360.5,0.1420200892857224,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,5.667338231930351,0.0,5.667338231930351
58,0.4928221260208586,158.41860961914062,360.5,0.2392054966517918,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,7.2589297430702455,0.0,7.2589297430702455
59,0.5013190592281148,158.507080078125,360.5,0.2897600446428612,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,7.820450616633193,0.0,7.820450616633193
60,0.509815992435371,158.54295349121094,360.5,0.3102591378348194,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,3.944602043083415,0.0,3.944602043083415
61,0.5183129256426272,158.54925537109375,360.5,0.3138602120535694,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,1.499236104303962,0.0,1.499236104303962
62,0.5268098588498833,158.54180908203125,360.5,0.309605189732153,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.15967223670767897,0.0,0.15967223670767897
63,0.5353067920571395,158.5300750732422,360.5,0.3029000418526806,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.4383803311145904,0.0,0.4383803311145904
64,0.5438037252643957,158.51895141601562,360.5,0.296543666294653,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.600515378671278,0.0,0.600515378671278
65,0.5523006584716519,158.51036071777344,360.5,0.2916346958705418,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.5457178372821203,0.0,0.5457178372821203
66,0.5607975916789081,158.50460815429688,360.5,0.2883475167410694,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.4104684748266211,0.0,0.4104684748266211
67,0.5692945248861643,158.50123596191406,360.5,0.2864205496651806,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.26906208524910546,0.0,0.26906208524910546
68,0.5777914580934205,158.4995574951172,360.5,0.28546142578125,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.15413091229733047,0.0,0.15413091229733047
69,0.5862883913006767,158.4989471435547,360.5,0.2851126534598194,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.07408955970610087,0.0,0.07408955970610087
70,0.5947853245079329,158.4989013671875,360.5,0.2850864955357224,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-0.0250385769645165,0.0,0.0250385769645165
71,0.603282257715189,158.4990997314453,360.5,0.2851998465401806,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.0008209369498921068,0.0,0.0008209369498921068
72,0.6117791909224451,158.49937438964844,360.5,0.2853567940848194,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.011493117295144085,0.0,0.011493117295144085
73,0.6202761241297013,158.49961853027344,360.5,0.285496303013403,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.013750693906594669,0.0,0.013750693906594669
74,0.6287730573369575,158.4998016357422,360.5,0.2856009347098194,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,0.011903585769922839,0.0,0.011903585769922839
75,0.6372699905442137,158.4999237060547,360.5,0.2856706891741112,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-3.8793375555858955,0.0,3.8793375555858955
76,0.6457669237514699,158.49998474121094,360.5,0.28570556640625,0.0,-90.0,0.5714285714285714,-89.99999999999999,0.0,-6.105513328808055,3.887957393556919,7.238335837909617
77,0.6542638569587261,158.21095275878906,360.5,0.12054443359375,0.0,-90.0,0.5714285714285714,-89.99999999999999,10.78323211033763,-7.171910426407124,9.999012046775404,12.305142871009943
78,0.6627607901659823,158.04568481445312,360.7890625,0.0261056082589306,0.1651785714285552,-90.0,0.5714285714285714,-89.99999999999999,23.61756140020838,-7.530044170693595,17.174000986743522,18.752276531271185
79,0.6712577233732384,157.96658325195312,361.243408203125,-0.019095284598208195,0.4248046875,-90.0,0.5714285714285714,-89.5418779850006,44.3248208235938,-6.515776569396799,26.923037732349464,27.70027626287892
80,0.6797546565804946,157.94007873535156,361.77685546875,-0.03424072265625,0.7296316964285552,-90.0,0.5714285714285714,-88.99661579132078,66.75004987066134,-2.7117599789416738,37.57100043782599,37.66873658728827
81,0.6882515897877508,158.0155487060547,362.5016784667969,0.008884974888403008,1.1438162667410552,-87.70938992500305,0.5714285714285714,-88.11687479019162,93.63312913834413,-1.9441839310160305,43.60652889167573,43.64984780200466
82,0.696748522995007,158.00933837890625,363.2933349609375,0.005336216517861203,1.59619140625,-87.27368903160095,0.5714285714285714,-87.16414642333984,103.05170284572316,-1.9238657415122922,47.565086862903215,47.603978275632514
83,0.7052454562022632,157.90113830566406,364.0311279296875,-0.0564923967633888,2.017787388392833,-85.60129499435425,0.5714285714285714,-86.02202777862547,113.13544296130775,-2.959888171974372,50.767151435025504,50.85336373159013
84,0.7137423894095194,157.82354736328125,364.77978515625,-0.100830078125,2.445591517857139,-85.23635816574097,0.5714285714285714,-85.16376080512998,111.39155994972309,-5.568620563734849,51.600402438923446,51.90001027785743
85,0.7222393226167756,157.7200164794922,365.5513000488281,-0.1599905831473194,2.8864571707589164,-84.28940677642822,0.5714285714285714,-84.1900942802429,113.26970591671059,-7.739793561329989,49.64452015637484,50.24423136966783
86,0.7307362558240318,157.60153198242188,366.33807373046875,-0.2276960100446388,3.3360421316964164,-83.41805505752563,0.5714285714285714,-83.38444156646726,109.49643469773342,-8.945134237658223,49.092440057733484,49.900732433020266
87,0.7392331890312879,157.43389892578125,366.98431396484375,-0.323486328125,3.705322265625,-82.40535640716553,0.5714285714285714,-82.35192079544065,111.55201351958641,-10.475771180286275,47.740767370128715,48.876606376777666
88,0.7477301222385441,157.236083984375,367.6810607910156,-0.4365234375,4.103463309151778,-81.57303142547607,0.5714285714285714,-81.37010831832883,110.96879730271931,-12.464696175058533,46.060309434189016,47.717090815658075
89,0.7562270554458003,157.04469299316406,368.3292236328125,-0.5458897181919582,4.473842075892833,-80.07375431060791,0.5714285714285714,-80.42451076507567,115.06109007186527,-13.055976013046116,45.15153223092308,47.00126990256031
90,0.7647239886530565,156.7932891845703,368.9757995605469,-0.6895490373883888,4.843314034598194,-79.38034439086914,0.5714285714285714,-79.47562198638913,110.10586622130573,-13.10235895070144,46.08083285792985,47.9073581713028
91,0.7732209218603127,156.63084411621094,369.69500732421875,-0.782374790736597,5.254289899553555,-78.69006729125977,0.5714285714285714,-78.49610958099363,107.29402120106135,-12.888710109554163,46.577910180945494,48.32825845312812
92,0.7817178550675689,156.4597625732422,370.41033935546875,-0.8801356724330276,5.663051060267833,-77.66091251373291,0.5714285714285714,-77.67410984039304,108.94930619574738,-14.181275336783424,47.402951815347194,49.47876727431464
93,0.790214788274825,156.27783203125,371.14404296875,-0.984095982142847,6.082310267857139,-76.67546939849854,0.5714285714285714,-76.81175765991209,107.14024014900326,-13.123498077155087,48.230045792122574,49.983632509966036
94,0.7987117214820812,155.99034118652344,371.8535461425781,-1.14837646484375,6.487740652901778,-75.96375560760498,0.5714285714285714,-75.79583587646482,105.7554048154186,-13.501539542470505,46.299612555013496,48.22805918509741
95,0.8072086546893373,155.8175811767578,372.5616149902344,-1.247096470424097,6.892351422991055,-75.06858348846436,0.5714285714285714,-74.9238046646118,109.08326835472016,-14.666654308265734,45.18026502416161,47.501232576130604
96,0.8157055878965935,155.6270294189453,373.1372985839844,-1.355983189174097,7.2213134765625,-73.61045837402344,0.5714285714285714,-74.00312652587888,110.00999072661969,-15.933154787343362,43.44562524954375,46.275131278055134
97,0.8242025211038497,155.36932373046875,373.7694091796875,-1.5032435825892776,7.58251953125,-73.30075645446777,0.5714285714285714,-73.03974361419675,106.50947452645106,-16.585594428080007,41.72863561934439,44.903908217267414
98,0.8326994543111059,155.09323120117188,374.3741455078125,-1.6610107421875,7.928083147321416,-72.07207870483398,0.5714285714285714,-72.1380199432373,107.40912073022317,-17.085545030418746,41.102671195234024,44.512306482252605
99,0.8411963875183621,154.75723266601562,374.95599365234375,-1.8530099051339306,8.260567801339278,-71.14684104919434,0.5714285714285714,-71.27081642150878,107.16491443519607,-19.54958728480281,40.693434125831075,45.145785450687164
100,0.8496933207256183,154.54730224609375,375.6175231933594,-1.9729701450892776,8.638584681919639,-70.55996513366699,0.5714285714285714,-70.36056404113768,104.94537350005552,-19.907310560614167,40.28912267812747,44.939007776428994
101,0.8581902539328745,154.17355346679688,376.16278076171875,-2.1865408761160694,8.950160435267833,-69.27444076538086,0.5714285714285714,-69.45026092529295,105.0104936822301,-19.68340000759608,40.03422175526007,44.61137912470732
102,0.8666871871401307,153.88925170898438,376.76483154296875,-2.3489990234375,9.294189453125,-68.7494945526123,0.5714285714285714,-68.58117446899412,104.80015167773365,-18.967542987498298,39.56710863090772,43.878511510677384
103,0.8751841203473869,153.6298065185547,377.3506164550781,-2.49725341796875,9.628923688616055,-67.52056312561035,0.5714285714285714,-67.67668418884276,103.20700808267252,-19.754411053741222,38.07423478796299,42.893870316970755
104,0.883681053554643,153.34703063964844,377.8977355957031,-2.658839634486597,9.941563197544639,-66.8014087677002,0.5714285714285714,-66.81841697692869,97.72458461593767,-19.759336675438902,37.70399222367038,42.56785659926914
105,0.8921779867618992,153.07859802246094,378.4482727050781,-2.812229701450889,10.256155831473194,-66.03751373291016,0.5714285714285714,-65.9758487701416,93.11598824455092,-19.721778809992465,37.78813826100907,42.62501557376144
106,0.9006749199691554,152.70448303222656,378.96600341796875,-3.0260096958705276,10.552001953125,-64.98310470581055,0.5714285714285714,-65.29846458435057,89.69641771033238,-19.84225130735392,37.24919315356196,42.20447046860742
107,0.9091718531764116,152.4229736328125,379.5743103027344,-3.1868722098214306,10.899605887276778,-64.53665351867676,0.5714285714285714,-64.62517280578612,88.50245342432645,-21.214242184462023,36.81204422787128,42.48730012245729
108,0.9176687863836678,152.15457153320312,380.1200256347656,-3.340244838169639,11.211443219866055,-64.13364219665527,0.5714285714285714,-63.86596183776854,85.5763057609832,-22.555858394432537,37.669923340259295,43.90660397218971
109,0.926165719590924,151.76979064941406,380.6346435546875,-3.56011962890625,11.505510602678555,-63.43494987487793,0.5714285714285714,-63.05841979980467,90.2987737835702,-22.79146729898299,37.06489280836445,43.51157616699443
110,0.9346626527981802,151.401611328125,381.24896240234375,-3.7705078125,11.856549944196416,-62.241458892822266,0.5714285714285714,-62.34016799926756,97.35099545086055,-23.423588750215636,36.688903685423696,43.52861315936364
111,0.9431595860054364,151.00997924804688,381.7217102050781,-3.994297572544639,12.126691545758916,-60.94539451599121,0.5714285714285714,-61.462151336669905,100.7453978540022,-25.230470976402593,36.39295591507374,44.28344957122914
112,0.9516565192126925,150.6814727783203,382.30206298828125,-4.182015555245528,12.458321707589278,-60.94539451599121,0.5714285714285714,-60.489248275756815,99.06438578562107,-26.0351944212999,36.729540064431816,45.021000232109316
113,0.9601534524199486,150.2787322998047,382.8257751464844,-4.412152971540181,12.757585797991055,-59.74355888366699,0.5714285714285714,-59.58582725524901,105.97797172553828,-26.536376429063,34.85328866599955,43.80560471926422
114,0.9686503856272048,149.83412170410156,383.36541748046875,-4.666216169084819,13.065952845982139,-58.5704345703125,0.5714285714285714,-58.84970245361327,104.72490767544154,-26.287427299080733,36.0974186131989,44.65481457290998
115,0.977147318834461,149.42868041992188,383.8402404785156,-4.897896902901778,13.3372802734375,-57.7243537902832,0.5714285714285714,-57.83772926330565,103.46938337992347,-27.131350483324205,35.92748466462031,45.021043228422684
116,0.9856442520417172,149.05555725097656,384.4054870605469,-5.111110142299097,13.6602783203125,-57.2647705078125,0.5714285714285714,-57.012948608398425,100.93240344299105,-27.13504469959755,36.80547673227415,45.72694794471998
117,0.9941411852489734,148.664306640625,384.97320556640625,-5.334681919642847,13.984688895089278,-55.885528564453125,0.5714285714285714,-56.093386077880844,104.55184647017074,-26.7920982888799,36.557553773479,45.324069418155844
118,1.0026381184562296,148.26129150390625,385.56219482421875,-5.564976283482139,14.321254185267833,-55.61965560913086,0.5714285714285714,-55.29774780273436,98.43503884473525,-28.153416985642465,37.99829812011979,47.29149551444701
119,1.0111350516634858,147.84217834472656,386.0834045410156,-5.804469517299097,14.619088309151778,-53.97262191772461,0.5714285714285714,-54.40785217285154,100.72645216846104,-28.69544060665091,37.30255405528913,47.0628181334012
120,1.019631984870742,147.3355255126953,386.66534423828125,-6.093985421316958,14.951625279017833,-53.74616241455078,0.5714285714285714,-53.655749511718724,95.71042478896159,-30.14542049397606,37.06981843006247,47.779889233823376
121,1.0281289180779982,146.92210388183594,387.1788635253906,-6.330226353236597,15.245064871651778,-52.81529235839844,0.5714285714285714,-52.73361892700193,98.21285354202544,-30.510532202334108,35.15908767974543,46.55162748757227
122,1.0366258512852544,146.4230499267578,387.7292785644531,-6.615400041852681,15.559587751116055,-52.12501525878906,0.5714285714285714,-52.02716064453122,97.56455193660105,-29.397957401316706,34.40751990233766,45.256130249938444
123,1.0451227844925106,145.99288940429688,388.17620849609375,-6.8612060546875,15.814976283482139,-51.009002685546875,0.5714285714285714,-51.12520751953123,97.55533948476904,-29.425664023367453,32.1314722094247,43.56949861498447
124,1.0536197176997666,145.656494140625,388.64154052734375,-7.053431919642847,16.080880301339278,-50.440330505371094,0.5714285714285714,-50.26285476684568,91.3038558700289,-30.0235113569525,30.77035874689902,42.99100151908444
125,1.0621166509070228,145.1477813720703,389.05426025390625,-7.344124930245528,16.316720145089278,-49.23639678955078,0.5714285714285714,-49.51114349365232,100.28610415409516,-29.61160624246365,30.18297835942267,42.28308653473738
126,1.070613584114279,144.68991088867188,389.4665832519531,-7.605765206473208,16.552333286830333,-48.5035285949707,0.5714285714285714,-48.85460510253904,98.99919826096324,-29.206063389335043,31.71361530205039,43.11319443312339
127,1.0791105173215352,144.2214813232422,389.97332763671875,-7.873439243861597,16.841901506696416,-48.366458892822266,0.5714285714285714,-47.76653900146482,95.19436586441367,-29.654089729608657,28.032534019805897,40.806715149142505
128,1.0876074505287914,143.82147216796875,390.5340576171875,-8.102015904017847,17.162318638392833,-47.72631072998047,0.5714285714285714,-46.91925964355466,93.34853531082204,-28.66403976832682,26.83314513636246,39.26378552495052
129,1.0961043837360476,143.45176696777344,390.7257080078125,-8.31327601841518,17.271833147321416,-45.0,0.5714285714285714,-46.21855392456052,90.72932571124178,-28.908473745085853,26.875423389270363,39.471359700710316
130,1.1046013169433038,143.01666259765625,391.04925537109375,-8.56190708705357,17.456717354910694,-45.0,0.5714285714285714,-45.54526214599606,73.28950790562823,-29.309501444991557,26.402563706269675,39.44796883513257
131,1.11309825015056,142.54061889648438,391.4647216796875,-8.833932059151778,17.69412667410714,-45.0,0.5714285714285714,-44.99999999999997,64.12954729538555,-30.76153367469061,25.600508306458934,40.020719378444426
132,1.1215951833578162,142.04237365722656,391.9363098144531,-9.118643624441958,17.963605608258916,-45.0,0.5714285714285714,-44.65285873413083,63.48428059124626,-32.3188510681823,30.526130004377713,44.45618907881688
133,1.1300921165650724,141.53440856933594,392.4374084472656,-9.408909388950889,18.249947684151778,-45.0,0.5714285714285714,-44.19473724365232,66.86977582848459,-33.448255076667756,32.543993026625046,46.667946706394204
134,1.1385890497723286,141.04891967773438,392.9952697753906,-9.686331612723208,18.5687255859375,-43.2642936706543,0.5714285714285714,-43.521445465087865,76.46069242130328,-35.01521847931824,32.15486891248927,47.53946907500923
135,1.1470859829795848,140.52984619140625,393.4688415527344,-9.982945033482139,18.839338030133916,-42.70939254760742,0.5714285714285714,-42.70432205200192,87.00182044449404,-35.6440561827526,30.799091540137383,47.107141505901055
136,1.155582916186841,139.9373016357422,393.8553771972656,-10.321541922433028,19.06021554129464,-41.633541107177734,0.5714285714285714,-41.7515930175781,95.28236004370444,-36.70675906407865,28.908884213560633,46.72375998848312
137,1.1640798493940971,139.39230346679688,394.2261657714844,-10.632969447544639,19.2720947265625,-40.91438293457031,0.5714285714285714,-40.95661544799802,95.79949644799865,-39.116619479785555,26.15217793662518,47.053653740758996
138,1.1725767826013533,138.80532836914062,394.58673095703125,-10.9683837890625,19.478131975446416,-40.23635482788086,0.5714285714285714,-40.146697998046854,95.60585537957093,-40.196151568579204,23.750937358890297,46.68873125659042
139,1.1810737158086095,138.1406707763672,394.93963623046875,-11.34818812779018,19.679792131696416,-39.289405822753906,0.5714285714285714,-39.45143585205076,90.42601516262489,-39.138169074714135,23.46853504820917,45.63516643806541
140,1.1895706490158657,137.5413360595703,395.23468017578125,-11.690665108816958,19.848388671875,-38.65980529785156,0.5714285714285714,-38.64253921508787,89.37547240986547,-38.18937119515241,20.968782036515336,43.56739483118109
141,1.1980675822231217,137.02745056152344,395.6002197265625,-11.98431396484375,20.057268415178555,-38.157230377197266,0.5714285714285714,-37.90987396240232,89.85421461919577,-36.67002213558161,22.272019444090184,42.90376875685837
142,1.206564515430378,136.55299377441406,395.78515625,-12.25543212890625,20.162946428571416,-36.86989974975586,0.5714285714285714,-37.15952835083006,94.51871423142576,-35.50798588334773,21.79341320244192,41.662572178208
143,1.215061448637634,136.0789794921875,396.24261474609375,-12.526297433035708,20.42435128348214,-36.573028564453125,0.5714285714285714,-36.329271697998024,90.44828307738425,-35.62866361494674,21.363242240823578,41.54262618115444
144,1.2235583818448903,135.50071716308594,396.5599365234375,-12.85673304966518,20.605678013392833,-35.53767776489258,0.5714285714285714,-35.435839843749974,92.51259060755788,-36.749242551223105,20.79474340318893,42.22473423590842
145,1.2320553150521465,134.8924102783203,396.822998046875,-13.204336983816958,20.755998883928555,-34.508522033691406,0.5714285714285714,-34.79987411499022,91.47959281666952,-39.211642931707715,23.75134782736474,45.844077752968346
