frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
410,3.392767299999832,220.4383307321599,267.2857372272922,43.493702933415115,52.736955567985,-3.8429196035210107,0.1973055356976979,0.0,-0.0,-2.255346451465273,,,,
473,3.908826799999588,220.41702683757293,267.30294236719277,43.48949955708118,52.740350237329835,-3.8106224833143556,0.1973055356976979,-0.004203376333933306,-0.003394669344835677,-3.069860239925538,,,,
474,3.9212099999986094,220.4138766129577,267.29937603369274,43.488878000325904,52.73964657998814,-3.6231901704909966,0.1973055356976979,-0.004824933089210504,-0.0026910120031402585,-3.843015683164466,,,,
475,3.924891299999217,220.42082526285856,267.32789576623566,43.49024900741697,52.745273681095476,-4.0725689423013245,0.1973055356976979,-0.0034539259981443138,-0.008318113110476588,-3.7676956636080496,0.10351413276188076,-0.10224319212070401,0.14549517523435432,-12.909540924659126
476,3.936920899999677,220.42847902079276,267.3386878087464,43.49175913622628,52.74740301082433,-3.86577721619464,0.1973055356976979,-0.0019437971888365269,-0.010447442839328858,-3.7544766327216106,0.10225568631499045,-0.06722629788699555,0.12237483610342768,-11.292696153638946
477,3.940489599999637,220.42988892023726,267.31799409574126,43.49203731719145,52.74332002669427,-3.4663195057389284,0.1973055356976979,-0.0016656162236614591,-0.006364458709271048,-3.8333184222474475,0.31190877806401457,-0.2881647980666323,0.4246481327854506,-0.37904796222099835
478,3.9530328000000736,220.42897110090894,267.3072817270603,43.49185622635721,52.741206417053085,-3.7445273288821608,0.1973055356976979,-0.0018467070579077927,-0.004250849068085927,-3.751713733277615,0.20993625488062304,0.033977147899317994,0.21266799875080888,-4.555424657136751
479,3.9564804999990884,220.44641132381122,267.32559209924557,43.49529727887963,52.74481915484593,-4.017399118120182,0.1973055356976979,0.0015943454645181987,-0.007863586860928251,-3.7788388404055233,-0.10745292428439535,-0.02349975353934243,0.1099925877215271,-7.957298023932772
480,3.9693446999990556,220.4374504566852,267.3202362206122,43.49352925019102,52.74376241034303,-3.6645454974521616,0.1973055356976979,-0.00017368322409794246,-0.0068068423580314175,-3.784263861831105,-0.1388253284190174,-0.18783790223817262,0.23357129388665324,-3.7246379635455513
481,3.973142099999677,220.40932370425918,267.3291740453874,43.48797968623616,52.745525892648274,-4.001402751834182,0.1973055356976979,-0.005723247178956115,-0.008570324663274675,-3.844682362209971,-0.07633770221192782,-0.4073863386041938,0.41447686746105367,-2.404150427759423
482,3.9861453999983496,220.40412307084017,267.30792522521403,43.48695357247346,52.74133338280103,-3.4934446128668366,0.1973055356976979,-0.006749360941654459,-0.004377814816031389,-3.8567660622857445,-0.2653724091129527,-0.2828645094710281,0.38785931242745436,1.4664637400380665
