frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,angular_vel_dps,vx_mm_s,vy_mm_s,speed_mm_s
0,0.0,,,,,,0.1,,,,,,,
1,0.0083333,,,,,,0.1,,,,,,,
2,0.0166666,,,,,,0.1,,,,,,,
3,0.0249999,,,,,,0.1,,,,,,,
4,0.0333332,,,,,,0.1,,,,,,,
5,0.0416665,,,,,,0.1,,,,,,,
6,0.0499998,,,,,,0.1,,,,,,,
7,0.0583331,,,,,,0.1,,,,,,,
8,0.0666664,,,,,,0.1,,,,,,,
9,0.0749997,,,,,,0.1,,,,,,,
10,0.083333,,,,,,0.1,,,,,,,
11,0.09166629999999999,,,,,,0.1,,,,,,,
12,0.0999996,,,,,,0.1,,,,,,,
13,0.1083329,,,,,,0.1,,,,,,,
14,0.1166662,,,,,,0.1,,,,,,,
15,0.1249995,,,,,,0.1,,,,,,,
16,0.1333328,,,,,,0.1,,,,,,,
17,0.1416661,,,,,,0.1,,,,,,,
18,0.1499994,,,,,,0.1,,,,,,,
19,0.1583327,,,,,,0.1,,,,,,,
20,0.166666,,,,,,0.1,,,,,,,
21,0.1749993,,,,,,0.1,,,,,,,
22,0.18333259999999998,,,,,,0.1,,,,,,,
23,0.1916659,,,,,,0.1,,,,,,,
24,0.1999992,,,,,,0.1,,,,,,,
25,0.2083325,,,,,,0.1,,,,,,,
26,0.2166658,,,,,,0.1,,,,,,,
27,0.2249991,,,,,,0.1,,,,,,,
28,0.2333324,,,,,,0.1,,,,,,,
29,0.24166569999999998,,,,,,0.1,,,,,,,
30,0.249999,,,,,,0.1,,,,,,,
31,0.2583323,,,,,,0.1,,,,,,,
32,0.2666656,,,,,,0.1,,,,,,,
33,0.2749989,,,,,,0.1,,,,,,,
34,0.2833322,,,,,,0.1,,,,,,,
35,0.29166549999999997,,,,,,0.1,,,,,,,
36,0.2999988,,,,,,0.1,,,,,,,
37,0.3083321,,,,,,0.1,,,,,,,
38,0.3166654,,,,,,0.1,,,,,,,
39,0.3249987,,,,,,0.1,,,,,,,
40,0.333332,,,,,,0.1,,,,,,,
41,0.3416653,,,,,,0.1,,,,,,,
42,0.3499986,,,,,,0.1,,,,,,,
43,0.3583319,,,,,,0.1,,,,,,,
44,0.36666519999999997,,,,,,0.1,,,,,,,
45,0.3749985,,,,,,0.1,,,,,,,
46,0.3833318,,,,,,0.1,,,,,,,
47,0.3916651,,,,,,0.1,,,,,,,
48,0.3999984,,,,,,0.1,,,,,,,
49,0.40833169999999996,,,,,,0.1,,,,,,,
50,0.416665,,,,,,0.1,,,,,,,
51,0.4249983,,,,,,0.1,,,,,,,
52,0.4333316,,,,,,0.1,,,,,,,
53,0.44166489999999997,,,,,,0.1,,,,,,,
54,0.4499982,,,,,,0.1,,,,,,,
55,0.4583315,,,,,,0.1,,,,,,,
56,0.4666648,,,,,,0.1,,,,,,,
57,0.4749981,,,,,,0.1,,,,,,,
58,0.48333139999999997,,,,,,0.1,,,,,,,
59,0.4916647,,,,,,0.1,,,,,,,
60,0.499998,,,,,,0.1,,,,,,,
61,0.5083313,,,,,,0.1,,,,,,,
62,0.5166646,,,,,,0.1,,,,,,,
63,0.5249979,,,,,,0.1,,,,,,,
64,0.5333312,,,,,,0.1,,,,,,,
65,0.5416645,,,,,,0.1,,,,,,,
66,0.5499978,,,,,,0.1,,,,,,,
67,0.5583311,,,,,,0.1,,,,,,,
68,0.5666644,,,,,,0.1,,,,,,,
69,0.5749977,,,,,,0.1,,,,,,,
70,0.5833309999999999,,,,,,0.1,,,,,,,
71,0.5916643,,,,,,0.1,,,,,,,
72,0.5999976,,,,,,0.1,,,,,,,
73,0.6083309,,,,,,0.1,,,,,,,
74,0.6166642,,,,,,0.1,,,,,,,
75,0.6249975,,,,,,0.1,,,,,,,
76,0.6333308,,,,,,0.1,,,,,,,
77,0.6416641,,,,,,0.1,,,,,,,
78,0.6499974,,,,,,0.1,,,,,,,
79,0.6583306999999999,,,,,,0.1,,,,,,,
80,0.666664,,,,,,0.1,,,,,,,
81,0.6749973,,,,,,0.1,,,,,,,
82,0.6833306,,,,,,0.1,,,,,,,
83,0.6916639,,,,,,0.1,,,,,,,
84,0.6999972,,,,,,0.1,,,,,,,
85,0.7083305,,,,,,0.1,,,,,,,
86,0.7166638,,,,,,0.1,,,,,,,
87,0.7249971,,,,,,0.1,,,,,,,
88,0.7333303999999999,,,,,,0.1,,,,,,,
89,0.7416637,,,,,,0.1,,,,,,,
90,0.749997,,,,,,0.1,,,,,,,
91,0.7583303,,,,,,0.1,,,,,,,
92,0.7666636,,,,,,0.1,,,,,,,
93,0.7749969,,,,,,0.1,,,,,,,
94,0.7833302,,,,,,0.1,,,,,,,
95,0.7916635,,,,,,0.1,,,,,,,
96,0.7999968,,,,,,0.1,,,,,,,
97,0.8083300999999999,,,,,,0.1,,,,,,,
98,0.8166633999999999,,,,,,0.1,,,,,,,
99,0.8249967,,,,,,0.1,,,,,,,
100,0.83333,,,,,,0.1,,,,,,,
