frame,t_s,x_px_filt,y_px_filt,x_mm,y_mm,vx_mm_s,vy_mm_s,mm_per_px
15,0.5,418.48681640625,392.14727783203125,116.246337890625,108.92979939778647,0.026448567708333336,-4.488881429036459,0.2777777777777778
16,0.5333333333333333,418.4908752441406,391.8897705078125,116.24746534559462,108.85826958550348,0.03382364908854167,-2.1458943684895835,0.2777777777777778
17,0.5666666666666667,418.4944763183594,391.80377197265625,116.24846564398872,108.83438110351562,0.030008951822916668,-0.7166544596354167,0.2777777777777778
18,0.6,418.49713134765625,392.38592529296875,116.24920315212674,108.99609035915799,0.022125244140625,4.851277669270834,0.2777777777777778
19,0.6333333333333333,418.49884033203125,393.3357849121094,116.24967787000868,109.25994025336372,0.014241536458333334,7.915496826171875,0.2777777777777778
20,0.6666666666666666,418.7888488769531,393.8729248046875,116.33023579915366,109.40914577907986,2.4167378743489585,4.476165771484375,0.2777777777777778
21,0.7,418.6654968261719,394.1256408691406,116.2959713406033,109.4793446858724,-1.0279337565104167,2.105967203776042,0.2777777777777778
22,0.7333333333333333,418.5794677734375,393.9173889160156,116.27207438151042,109.42149692111546,-0.7169087727864584,-1.7354329427083335,0.2777777777777778
23,0.7666666666666667,418.52685546875,393.4547119140625,116.25745985243056,109.29297553168404,-0.43843587239583337,-3.8556416829427085,0.2777777777777778
24,0.8,418.4991455078125,392.8770751953125,116.24976264105904,109.13252088758681,-0.23091634114583334,-4.813639322916667,0.2777777777777778
25,0.8333333333333334,418.4876403808594,392.2668762207031,116.24656677246094,108.96302117241754,-0.09587605794270834,-5.084991455078125,0.2777777777777778
26,0.8666666666666667,418.4853210449219,391.9546203613281,116.2459225124783,108.87628343370226,-0.019327799479166668,-2.6021321614583335,0.2777777777777778
27,0.9,418.77642822265625,392.41033935546875,116.32678561740452,109.00287204318577,2.4258931477864585,3.7976582845052085,0.2777777777777778
28,0.9333333333333333,418.9451599121094,392.7237243652344,116.3736555311415,109.08992343478734,1.406097412109375,2.611541748046875,0.2777777777777778
29,0.9666666666666667,419.027587890625,393.4908142089844,116.39655219184029,109.30300394694011,0.6868998209635417,6.392415364583334,0.2777777777777778
30,1.0,419.05670166015625,393.91900634765625,116.40463935004341,109.4219462076823,0.24261474609375,3.568267822265625,0.2777777777777778
31,1.0333333333333334,418.7682800292969,394.11627197265625,116.32452223036024,109.47674221462674,-2.403513590494792,1.6438802083333335,0.2777777777777778
32,1.0666666666666667,418.59149169921875,393.5975036621094,116.2754143608941,109.3326399061415,-1.473236083984375,-4.323069254557292,0.2777777777777778
33,1.1,418.49810791015625,393.25592041015625,116.24947441948785,109.23775566948785,-0.7781982421875,-2.846527099609375,0.2777777777777778
34,1.1333333333333333,418.4591064453125,393.0592346191406,116.23864067925348,109.18312072753906,-0.32501220703125,-1.6390482584635417,0.2777777777777778
35,1.1666666666666667,418.4510498046875,392.964111328125,116.23640272352431,109.15669759114584,-0.067138671875,-0.792694091796875,0.2777777777777778
36,1.2,418.45770263671875,392.93133544921875,116.23825073242188,109.14759318033855,0.055440266927083336,-0.27313232421875,0.2777777777777778
37,1.2333333333333334,418.4692077636719,392.9316101074219,116.24144660101997,109.14766947428386,0.09587605794270834,0.002288818359375,0.2777777777777778
38,1.2666666666666666,418.4803771972656,393.5238952636719,116.24454922146268,109.31219312879774,0.09307861328125,4.935709635416667,0.2777777777777778
39,1.3,418.4891357421875,393.8715515136719,116.24698215060765,109.4087643093533,0.07298787434895834,2.897135416666667,0.2777777777777778
40,1.3333333333333333,418.49505615234375,394.04461669921875,116.24862670898438,109.45683797200522,0.049336751302083336,1.4422098795572917,0.2777777777777778
41,1.3666666666666667,418.4985656738281,394.10845947265625,116.24960157606337,109.47457207573785,0.029246012369791668,0.5320231119791667,0.2777777777777778
42,1.4,418.5003356933594,393.53497314453125,116.25009324815538,109.31527031792535,0.014750162760416668,-4.779052734375,0.2777777777777778
43,1.4333333333333333,418.5010070800781,393.18316650390625,116.25027974446616,109.21754625108507,0.005594889322916667,-2.9317220052083335,0.2777777777777778
44,1.4666666666666666,418.5010986328125,392.99713134765625,116.25030517578125,109.16586981879341,0.000762939453125,-1.55029296875,0.2777777777777778
45,1.5,418.50091552734375,392.91925048828125,116.25025431315105,109.1442362467448,-0.00152587890625,-0.6490071614583334,0.2777777777777778
46,1.5333333333333334,418.5006408691406,392.9029541015625,116.25017801920573,109.13970947265625,-0.002288818359375,-0.13580322265625,0.2777777777777778
47,1.5666666666666667,418.5003967285156,392.916015625,116.25011020236546,109.14333767361111,-0.0020345052083333335,0.10884602864583334,0.2777777777777778
48,1.6,418.5002136230469,393.22784423828125,116.25005933973524,109.22995673285591,-0.00152587890625,2.59857177734375,0.2777777777777778
49,1.6333333333333333,418.5000915527344,393.4153137207031,116.25002543131511,109.28203158908421,-0.0010172526041666667,1.5622456868489585,0.2777777777777778
50,1.6666666666666667,418.5000305175781,393.51177978515625,116.25000847710504,109.30882771809897,-0.0005086263020833334,0.8038838704427084,0.2777777777777778
51,1.7,418.5,393.550048828125,116.25,109.3194580078125,-0.0002543131510416667,0.31890869140625,0.2777777777777778
52,1.7333333333333334,418.4999694824219,393.2668762207031,116.24999152289497,109.24079895019531,-0.0002543131510416667,-2.359771728515625,0.2777777777777778
53,1.7666666666666666,418.4999694824219,393.09259033203125,116.24999152289497,109.19238620334202,0.0,-1.4523824055989585,0.2777777777777778
54,1.8,418.7890319824219,393.0000305175781,116.33028666178386,109.16667514377171,2.408854166666667,-0.771331787109375,0.2777777777777778
55,1.8333333333333333,418.9543151855469,392.96099853515625,116.37619866265192,109.1558329264323,1.3773600260416667,-0.3252665201822917,0.2777777777777778
56,1.8666666666666667,419.033447265625,392.9525451660156,116.39817979600694,109.15348476833768,0.6594340006510417,-0.07044474283854167,0.2777777777777778
57,1.9,419.0599365234375,393.2477722167969,116.40553792317709,109.23549228244359,0.22074381510416669,2.4602254231770835,0.2777777777777778
58,1.9333333333333333,418.7697448730469,393.42413330078125,116.32492913140192,109.28448147243924,-2.4182637532552085,1.4696756998697917,0.2777777777777778
59,1.9666666666666666,418.5919189453125,393.51409912109375,116.27553304036459,109.3094719780816,-1.4818827311197917,0.7497151692708334,0.2777777777777778
60,2.0,418.4980163574219,393.5491638183594,116.24944898817274,109.3192121717665,-0.7825215657552084,0.292205810546875,0.2777777777777778
61,2.033333333333333,418.16973876953125,392.9757385253906,116.15826076931424,109.15992736816406,-2.7356465657552085,-4.778544108072917,0.2777777777777778
62,2.066666666666667,415.1057434082031,391.7689208984375,115.3071509467231,108.82470024956598,-25.533294677734375,-10.056813557942709,0.2777777777777778
63,2.1,411.935302734375,390.52374267578125,114.42647298177084,108.47881740993924,-26.42033894856771,-10.376485188802084,0.2777777777777778
64,2.1333333333333333,410.302978515625,389.890869140625,113.97304958767361,108.30301920572917,-13.602701822916668,-5.273946126302084,0.2777777777777778
65,2.1666666666666665,409.3657531738281,389.93536376953125,113.71270921495226,108.3153788248698,-7.810211181640625,0.37078857421875,0.2777777777777778
66,2.2,409.10064697265625,390.3591613769531,113.63906860351562,108.43310038248698,-2.2092183430989585,3.531646728515625,0.2777777777777778
67,2.2333333333333334,409.17352294921875,390.3805236816406,113.65931193033855,108.43903435601129,0.6072998046875,0.17801920572916669,0.2777777777777778
68,2.2666666666666666,407.3505554199219,390.703125,113.15293206108942,108.52864583333334,-15.191396077473959,2.6883443196614585,0.2777777777777778
69,2.3,404.09429931640625,390.61114501953125,112.24841647677952,108.50309583875868,-27.135467529296875,-0.7664998372395834,0.2777777777777778
70,2.3333333333333335,400.9477844238281,390.54949951171875,111.37438456217448,108.48597208658855,-26.220957438151043,-0.5137125651041667,0.2777777777777778
71,2.3666666666666667,398.8475646972656,390.5133361816406,110.7909901936849,108.4759267171224,-17.5018310546875,-0.301361083984375,0.2777777777777778
72,2.4,397.70379638671875,390.4953308105469,110.47327677408855,108.47092522515192,-9.531402587890625,-0.15004475911458334,0.2777777777777778
73,2.433333333333333,397.0957336425781,390.48870849609375,110.30437045627171,108.46908569335938,-5.067189534505209,-0.05518595377604167,0.2777777777777778
74,2.466666666666667,396.73590087890625,391.06634521484375,110.2044169108073,108.6295403374566,-2.998606363932292,4.813639322916667,0.2777777777777778
75,2.5,396.45196533203125,391.39910888671875,110.12554592556424,108.72197469075522,-2.366129557291667,2.7730305989583335,0.2777777777777778
76,2.533333333333333,396.1556701660156,391.8492736816406,110.04324171278212,108.8470204671224,-2.469126383463542,3.751373291015625,0.2777777777777778
77,2.566666666666667,395.8123474121094,391.7810974121094,109.9478742811415,108.82808261447484,-2.86102294921875,-0.5681355794270834,0.2777777777777778
78,2.6,395.4169616699219,392.272705078125,109.83804490831163,108.96464029947917,-3.2948811848958335,4.096730550130209,0.2777777777777778
79,2.6333333333333333,394.9781799316406,392.52679443359375,109.7161610921224,109.03522067599827,-3.6565144856770835,2.117411295572917,0.2777777777777778
80,2.6666666666666665,394.50848388671875,392.33941650390625,109.58568996853299,108.98317125108507,-3.914133707682292,-1.5614827473958335,0.2777777777777778
81,2.7,394.01953125,392.479736328125,109.44986979166667,109.02214898003473,-4.074605305989584,1.1693318684895835,0.2777777777777778
82,2.7333333333333334,393.5201721191406,392.2540283203125,109.3111589219835,108.95945231119792,-4.161326090494792,-1.8809000651041667,0.2777777777777778
83,2.7666666666666666,392.72723388671875,392.68475341796875,109.09089830186632,109.07909817165799,-6.607818603515625,3.5893758138020835,0.2777777777777778
84,2.8,392.0569763183594,393.22027587890625,108.90471564398872,109.2278544108073,-5.585479736328125,4.462687174479167,0.2777777777777778
85,2.8333333333333335,391.18438720703125,393.214599609375,108.66232977973091,109.22627766927084,-7.271575927734375,-0.04730224609375,0.2777777777777778
86,2.8666666666666667,390.48931884765625,393.7462463378906,108.46925523546007,109.37395731608073,-5.792236328125,4.430389404296875,0.2777777777777778
87,2.9,389.9092102050781,394.02264404296875,108.30811394585504,109.45073445638022,-4.834238688151042,2.303314208984375,0.2777777777777778
88,2.933333333333333,389.6831359863281,394.1346130371094,108.24531555175781,109.48183695475261,-1.8839518229166667,0.933074951171875,0.2777777777777778
89,2.966666666666667,389.65283203125,394.4432678222656,108.23689778645834,109.56757439507379,-0.252532958984375,2.572123209635417,0.2777777777777778
90,3.0,389.71136474609375,394.5851135253906,108.25315687391493,109.60697597927518,0.4877726236979167,1.1820475260416667,0.2777777777777778
91,3.033333333333333,389.50628662109375,394.6274719238281,108.1961907280816,109.61874220106337,-1.708984375,0.35298665364583337,0.2777777777777778
92,3.066666666666667,389.12939453125,394.6191711425781,108.09149848090279,109.61643642849393,-3.1407674153645835,-0.06917317708333334,0.2777777777777778
93,3.1,388.9438171386719,394.8802490234375,108.03994920518663,109.68895806206598,-1.546478271484375,2.1756490071614585,0.2777777777777778
94,3.1333333333333333,388.8770751953125,395.0149841308594,108.02140977647569,109.72638448079428,-0.556182861328125,1.1227925618489585,0.2777777777777778
95,3.1666666666666665,388.8741760253906,395.0687561035156,108.0206044514974,109.74132113986546,-0.024159749348958336,0.4480997721354167,0.2777777777777778
96,3.2,388.8988037109375,395.07733154296875,108.02744547526042,109.74370320638022,0.205230712890625,0.07146199544270834,0.2777777777777778
97,3.2333333333333334,388.9299621582031,395.0650634765625,108.03610059950087,109.74029541015625,0.2596537272135417,-0.10223388671875,0.2777777777777778
98,3.2666666666666666,388.9574890136719,395.0465087890625,108.04374694824219,109.73514133029515,0.22939046223958334,-0.15462239583333334,0.2777777777777778
99,3.3,388.97784423828125,395.0291442871094,108.04940117730035,109.73031785753038,0.16962687174479169,-0.14470418294270834,0.2777777777777778
100,3.3333333333333335,388.990966796875,395.01580810546875,108.05304633246529,109.72661336263022,0.10935465494791667,-0.11113484700520834,0.2777777777777778
101,3.3666666666666667,389.28741455078125,395.0069580078125,108.13539293077257,109.72415500217015,2.47039794921875,-0.07375081380208334,0.2777777777777778
102,3.4,389.1670837402344,395.0018005371094,108.10196770562067,109.72272237141928,-1.0027567545572917,-0.04297892252604167,0.2777777777777778
103,3.433333333333333,389.0820007324219,395.2882995605469,108.07833353678386,109.80230543348524,-0.7090250651041667,2.387491861979167,0.2777777777777778
104,3.466666666666667,389.0292663574219,395.4526672363281,108.06368509928386,109.84796312120226,-0.439453125,1.3697306315104167,0.2777777777777778
105,3.5,389.0010070800781,395.5317077636719,108.05583530002171,109.86991882324219,-0.23549397786458334,0.6586710611979167,0.2777777777777778
106,3.533333333333333,388.9888916015625,395.5585632324219,108.05246988932292,109.87737867567274,-0.10096232096354167,0.22379557291666669,0.2777777777777778
107,3.566666666666667,385.80633544921875,395.846923828125,107.16842651367188,109.95747884114584,-26.52130126953125,2.4030049641927085,0.2777777777777778
108,3.6,383.700927734375,395.7109375,106.5835910373264,109.91970486111111,-17.545064290364586,-1.1332194010416667,0.2777777777777778
109,3.6333333333333333,386.7156677246094,395.8993225097656,107.4210188123915,109.97203403049046,25.122833251953125,1.5698750813802085,0.2777777777777778
110,3.6666666666666665,388.3730163574219,395.7104187011719,107.88139343261719,109.91956075032553,13.811238606770834,-1.5741984049479167,0.2777777777777778
111,3.7,389.5927429199219,395.5874938964844,108.22020636664497,109.88541497124567,10.164388020833334,-1.0243733723958335,0.2777777777777778
112,3.7333333333333334,389.61285400390625,395.8067321777344,108.22579277886285,109.94631449381511,0.16759236653645834,1.8269856770833335,0.2777777777777778
113,3.7666666666666666,385.15948486328125,395.64984130859375,106.98874579535591,109.9027336968316,-37.111409505208336,-1.3074239095052085,0.2777777777777778
114,3.8,385.41973876953125,396.1310119628906,107.06103854709202,110.03639221191406,2.1687825520833335,4.009755452473959,0.2777777777777778
115,3.8333333333333335,384.30609130859375,397.2769775390625,106.75169203016493,110.35471598307292,-9.2803955078125,9.549713134765625,0.2777777777777778
116,3.8666666666666667,381.46087646484375,399.643310546875,105.96135457356772,111.01203070746529,-23.710123697916668,19.719441731770836,0.2777777777777778
117,3.9,378.22613525390625,402.6546630859375,105.0628153483073,111.84851752387154,-26.9561767578125,25.0946044921875,0.2777777777777778
118,3.933333333333333,374.8752746582031,406.8029479980469,104.13202073838976,113.00081888834636,-27.923838297526043,34.569040934244796,0.2777777777777778
119,3.966666666666667,371.8365173339844,411.5031433105469,103.28792148166234,114.30642869737413,-25.322977701822918,39.168294270833336,0.2777777777777778
120,4.0,369.3291931152344,416.6841125488281,102.59144253200955,115.74558681911893,-20.894368489583336,43.17474365234375,0.2777777777777778
121,4.033333333333333,368.0174560546875,422.0307312011719,102.22707112630209,117.23075866699219,-10.931142171223959,44.55515543619792,0.2777777777777778
122,4.066666666666666,367.0877380371094,427.08697509765625,101.96881612141928,118.63527086046007,-7.747650146484375,42.13536580403646,0.2777777777777778
123,4.1,367.4610290527344,432.195556640625,102.072508070204,120.0543212890625,3.110758463541667,42.57151285807292,0.2777777777777778
124,4.133333333333334,368.2236633300781,437.01483154296875,102.28435092502171,121.39300876193577,6.35528564453125,40.16062418619792,0.2777777777777778
125,4.166666666666667,369.67474365234375,441.068359375,102.68742879231772,122.51898871527779,12.092336018880209,33.77939860026042,0.2777777777777778
126,4.2,371.4263000488281,445.26324462890625,103.1739722357856,123.68423461914062,14.596303304036459,34.95737711588542,0.2777777777777778
127,4.233333333333333,373.5420227050781,449.2914123535156,103.76167297363281,124.80317009819879,17.631022135416668,33.568064371744796,0.2777777777777778
128,4.266666666666667,376.3657531738281,452.3762512207031,104.5460425482856,125.66006978352866,23.531087239583336,25.706990559895836,0.2777777777777778
129,4.3,379.52435302734375,454.9429931640625,105.42343139648438,126.37305365668404,26.321665445963543,21.38951619466146,0.2777777777777778
130,4.333333333333333,382.5025939941406,456.9883728027344,106.25072055392796,126.94121466742622,24.818674723307293,17.044830322265625,0.2777777777777778
131,4.366666666666666,385.8846435546875,459.0935974121094,107.19017876519098,127.5259992811415,28.183746337890625,17.543538411458336,0.2777777777777778
132,4.4,390.0393981933594,461.01605224609375,108.34427727593317,128.06001451280383,34.622955322265625,16.020456949869793,0.2777777777777778
133,4.433333333333334,394.0129089355469,462.5882873535156,109.44803025987413,128.49674648708768,33.11258951822917,13.101959228515625,0.2777777777777778
134,4.466666666666667,398.101806640625,463.7088623046875,110.5838351779514,128.80801730685764,34.07414754231771,9.338124593098959,0.2777777777777778
135,4.5,402.2210998535156,464.3250732421875,111.72808329264323,128.97918701171875,34.32744344075521,5.135091145833334,0.2777777777777778
136,4.533333333333333,405.7505798339844,464.1264953613281,112.708494398329,128.9240264892578,29.412333170572918,-1.654815673828125,0.2777777777777778
137,4.566666666666666,409.5006103515625,463.81134033203125,113.75016954210069,128.83648342556424,31.250254313151043,-2.626291910807292,0.2777777777777778
138,4.6,413.39501953125,462.6445617675781,114.83194986979167,128.5123782687717,32.45340983072917,-9.723154703776043,0.2777777777777778
139,4.633333333333334,417.3720397949219,461.628173828125,115.93667772081163,128.23004828559027,33.14183553059896,-8.469899495442709,0.2777777777777778
140,4.666666666666667,420.5214538574219,460.2031555175781,116.81151496039497,127.83420986599393,26.2451171875,-11.875152587890625,0.2777777777777778
141,4.7,423.4773864746094,458.3013000488281,117.63260735405817,127.30591668023004,24.632771809895836,-15.848795572916668,0.2777777777777778
142,4.733333333333333,426.3607177734375,456.4671936035156,118.43353271484375,126.79644266764323,24.02776082356771,-15.284220377604168,0.2777777777777778
143,4.766666666666667,428.0811462402344,454.73028564453125,118.91142951117622,126.31396823459202,14.336903889973959,-14.474232991536459,0.2777777777777778
144,4.8,430.31927490234375,452.5049133300781,119.53313191731772,125.69580925835504,18.651072184244793,-18.544769287109375,0.2777777777777778
145,4.833333333333333,432.0650939941406,450.5951843261719,120.01808166503906,125.16532897949219,14.548492431640625,-15.914408365885418,0.2777777777777778
146,4.866666666666666,433.552734375,448.32464599609375,120.43131510416667,124.53462388780383,12.397003173828125,-18.921152750651043,0.2777777777777778
147,4.9,434.9339904785156,446.14385986328125,120.81499735514323,123.92884996202257,11.510467529296875,-18.1732177734375,0.2777777777777778
148,4.933333333333334,436.0057067871094,444.03802490234375,121.11269632975261,123.3438958062066,8.93096923828125,-17.548624674479168,0.2777777777777778
149,4.966666666666667,436.93206787109375,441.9855651855469,121.3700188530816,122.77376810709636,7.719675699869792,-17.103830973307293,0.2777777777777778
150,5.0,437.812255859375,439.6773376464844,121.61451551649306,122.13259379069011,7.33489990234375,-19.2352294921875,0.2777777777777778
151,5.033333333333333,438.69757080078125,437.7999572753906,121.86043633355035,121.61109924316406,7.37762451171875,-15.64483642578125,0.2777777777777778
152,5.066666666666666,439.3195495605469,436.18182373046875,122.03320821126303,121.16161770290799,5.183156331380209,-13.484446207682293,0.2777777777777778
153,5.1,439.8053894042969,433.54107666015625,122.1681637234158,120.42807685004341,4.048665364583334,-22.0062255859375,0.2777777777777778
154,5.133333333333334,439.9476318359375,431.1596374511719,122.20767550998265,119.76656595865886,1.1853535970052085,-19.84532674153646,0.2777777777777778
155,5.166666666666667,439.9156799316406,429.2550048828125,122.19879998101129,119.23750135633681,-0.266265869140625,-15.871938069661459,0.2777777777777778
156,5.2,440.10589599609375,427.3455505371094,122.25163777669272,118.70709737141928,1.5851338704427085,-15.912119547526043,0.2777777777777778
157,5.233333333333333,440.16436767578125,425.41546630859375,122.26787990993924,118.17096286349827,0.48726399739583337,-16.08403523763021,0.2777777777777778
158,5.266666666666667,439.8662414550781,422.8841857910156,122.18506707085504,117.46782938639323,-2.484385172526042,-21.094004313151043,0.2777777777777778
159,5.3,439.66522216796875,421.7374267578125,122.12922837999132,117.14928521050348,-1.6751607259114585,-9.556325276692709,0.2777777777777778
160,5.333333333333333,439.2574157714844,420.5430603027344,122.01594882541234,116.81751675075955,-3.398386637369792,-9.953053792317709,0.2777777777777778
161,5.366666666666666,439.0325012207031,418.9767761230469,121.95347256130643,116.38243781195747,-1.8742879231770835,-13.0523681640625,0.2777777777777778
162,5.4,438.3528137207031,417.74267578125,121.7646704779731,116.03963216145834,-5.6640625,-10.284169514973959,0.2777777777777778
163,5.433333333333334,437.7045593261719,416.1186218261719,121.58459981282553,115.58850606282553,-5.402119954427084,-13.533782958984375,0.2777777777777778
164,5.466666666666667,437.1000061035156,414.25286865234375,121.41666836208768,115.07024129231772,-5.037943522135417,-15.547943115234375,0.2777777777777778
165,5.5,436.24627685546875,412.257568359375,121.17952134874132,114.5159912109375,-7.114410400390625,-16.62750244140625,0.2777777777777778
166,5.533333333333333,435.25738525390625,409.9175720214844,120.90482923719618,113.86599222819011,-8.240763346354168,-19.499969482421875,0.2777777777777778
167,5.566666666666666,433.631103515625,407.6883850097656,120.45308430989584,113.24677361382379,-13.552347819010418,-18.576558430989586,0.2777777777777778
168,5.6,431.9482116699219,404.974853515625,119.98561435275609,112.4930148654514,-14.024098714192709,-22.612762451171875,0.2777777777777778
169,5.633333333333334,429.7008361816406,402.2872619628906,119.36134338378906,111.7464616563585,-18.728129069010418,-22.39659627278646,0.2777777777777778
170,5.666666666666667,427.1634826660156,399.93817138671875,118.65652296278212,111.09393649631077,-21.144612630208336,-19.575754801432293,0.2777777777777778
171,5.7,424.5114440917969,397.8035888671875,117.91984558105469,110.50099690755209,-22.100321451822918,-17.788187662760418,0.2777777777777778
172,5.733333333333333,421.8422546386719,396.36529541015625,117.17840406629774,110.10147094726562,-22.243245442708336,-11.98577880859375,0.2777777777777778
173,5.766666666666667,418.9115295410156,395.0216979980469,116.36431376139323,109.72824944390192,-24.422709147135418,-11.196645100911459,0.2777777777777778
174,5.8,415.567138671875,393.6859130859375,115.43531629774306,109.35719807942709,-27.86992390950521,-11.131540934244793,0.2777777777777778
175,5.833333333333333,412.01629638671875,392.8978271484375,114.44897121853299,109.13828531901042,-29.590352376302086,-6.5673828125,0.2777777777777778
176,5.866666666666666,408.0997314453125,392.1109313964844,113.36103651258681,108.91970316569011,-32.63804117838542,-6.557464599609375,0.2777777777777778
177,5.9,406.32427978515625,391.8588562011719,112.86785549587674,108.8496822781033,-14.795430501302084,-2.100626627604167,0.2777777777777778
178,5.933333333333334,405.8167419433594,391.8841857910156,112.72687276204428,108.85671827528212,-4.229482014973959,0.21107991536458334,0.2777777777777778
179,5.966666666666667,405.0811767578125,392.0213928222656,112.52254909939236,108.89483133951823,-6.129709879557292,1.1433919270833335,0.2777777777777778
180,6.0,403.2251892089844,392.17755126953125,112.00699700249567,108.93820868598091,-15.466562906901043,1.3013203938802085,0.2777777777777778
181,6.033333333333333,400.95062255859375,392.3096618652344,111.37517293294272,108.97490607367622,-18.954722086588543,1.100921630859375,0.2777777777777778
182,6.066666666666666,399.32037353515625,392.9826354980469,110.92232598198785,109.16184319390192,-13.585408528645834,5.608113606770834,0.2777777777777778
183,6.1,398.9585876464844,393.372802734375,110.82182990180122,109.27022298177084,-3.0148824055989585,3.2513936360677085,0.2777777777777778
184,6.133333333333334,399.0198669433594,393.85260009765625,110.83885192871094,109.40350002712674,0.5106608072916667,3.9983113606770835,0.2777777777777778
185,6.166666666666667,399.24700927734375,393.79620361328125,110.90194702148438,109.38783433702257,1.892852783203125,-0.469970703125,0.2777777777777778
186,6.2,399.49749755859375,394.2897033691406,110.97152709960938,109.52491760253906,2.08740234375,4.112497965494792,0.2777777777777778
187,6.233333333333333,399.7063903808594,394.5411071777344,111.02955288357205,109.59475199381511,1.7407735188802085,2.09503173828125,0.2777777777777778
188,6.266666666666667,400.4329528808594,394.34967041015625,111.23137580023872,109.5415751139323,6.0546875,-1.595306396484375,0.2777777777777778
189,6.3,402.0121765136719,395.93145751953125,111.67004903157553,109.98096042209202,13.160196940104168,13.181559244791668,0.2777777777777778
190,6.333333333333333,401.7250671386719,396.2401123046875,111.59029642740886,110.06669786241319,-2.392578125,2.572123209635417,0.2777777777777778
