frame,t_s,x_px,y_px,vx_px_s,vy_px_s
107,3.5724336650082917,252.0,373.5,0.0,0.0
108,3.605820895522388,251.0,373.5,-29.95157084316404,0.0
109,3.6392081260364844,250.0,374.0,-29.95157084316404,14.97578542158202
110,3.6725953565505804,250.0,373.5,0.0,-14.97578542158202
111,3.7059825870646765,250.0,374.0,0.0,14.97578542158202
112,3.7393698175787726,250.0,373.0,0.0,-29.95157084316404
113,3.772757048092869,250.0,372.5,0.0,-14.97578542158202
114,3.8061442786069652,250.0,374.0,0.0,44.92735626474606
115,3.8395315091210613,250.0,374.0,0.0,0.0
116,3.8729187396351574,250.0,373.5,0.0,-14.97578542158202
117,3.9063059701492535,249.5,374.0,-14.97578542158202,14.97578542158202
118,3.93969320066335,249.0,373.5,-14.97578542158202,-14.97578542158202
119,3.973080431177446,249.0,373.5,0.0,0.0
120,4.006467661691542,249.0,372.5,0.0,-29.95157084316404
121,4.039854892205638,249.0,373.0,0.0,14.97578542158202
122,4.073242122719734,249.0,373.0,0.0,0.0
123,4.1066293532338305,250.0,380.5,29.95157084316404,224.63678132373028
124,4.140016583747927,250.0,381.0,0.0,14.97578542158202
125,4.173403814262024,249.0,374.0,-29.95157084316404,-209.66099590214827
126,4.20679104477612,249.0,374.0,0.0,0.0
127,4.240178275290216,248.0,374.0,-29.95157084316404,0.0
128,4.273565505804312,247.0,374.0,-29.95157084316404,0.0
129,4.306952736318408,247.0,373.0,0.0,-29.95157084316404
130,4.340339966832504,247.0,374.0,0.0,29.95157084316404
131,4.3737271973466,247.0,374.0,0.0,0.0
132,4.407114427860696,247.0,374.0,0.0,0.0
133,4.440501658374792,247.0,373.5,0.0,-14.97578542158202
134,4.473888888888889,247.0,374.0,0.0,14.97578542158202
135,4.507276119402985,247.0,374.0,0.0,0.0
136,4.540663349917081,247.0,374.0,0.0,0.0
137,4.5740505804311775,247.0,374.0,0.0,0.0
138,4.607437810945274,247.0,374.0,0.0,0.0
139,4.64082504145937,245.5,374.0,-44.92735626474606,0.0
140,4.674212271973466,245.0,373.5,-14.97578542158202,-14.97578542158202
141,4.707599502487562,245.0,372.5,0.0,-29.95157084316404
142,4.740986733001658,245.0,372.5,0.0,0.0
143,4.774373963515755,245.0,373.0,0.0,14.97578542158202
144,4.807761194029851,245.0,373.0,0.0,0.0
145,4.841148424543947,246.0,373.0,29.95157084316404,0.0
146,4.874535655058043,245.0,373.5,-29.95157084316404,14.97578542158202
147,4.907922885572139,245.0,373.5,0.0,0.0
148,4.941310116086235,245.0,374.0,0.0,14.97578542158202
149,4.9746973466003315,245.0,374.0,0.0,0.0
150,5.008084577114428,245.0,373.5,0.0,-14.97578542158202
151,5.041471807628524,245.0,373.5,0.0,0.0
152,5.074859038142621,245.0,374.0,0.0,14.97578542158202
153,5.108246268656717,244.0,374.0,-29.95157084316404,0.0
154,5.141633499170813,244.0,375.0,0.0,29.95157084316404
155,5.175020729684909,244.0,375.0,0.0,0.0
156,5.208407960199005,244.0,374.5,0.0,-14.97578542158202
157,5.241795190713101,243.0,374.5,-29.95157084316404,0.0
158,5.275182421227197,243.0,375.5,0.0,29.95157084316404
159,5.308569651741293,242.5,374.0,-14.97578542158202,-44.92735626474606
160,5.341956882255389,242.0,375.0,-14.97578542158202,29.95157084316404
161,5.375344112769486,242.0,375.0,0.0,0.0
162,5.408731343283582,242.0,375.0,0.0,0.0
163,5.4421185737976785,241.5,375.0,-14.97578542158202,0.0
164,5.475505804311775,242.0,375.0,14.97578542158202,0.0
165,5.508893034825871,242.0,375.0,0.0,0.0
166,5.542280265339967,242.0,375.0,0.0,0.0
167,5.575667495854063,242.0,376.5,0.0,44.92735626474606
168,5.609054726368159,241.0,375.5,-29.95157084316404,-29.95157084316404
169,5.642441956882255,240.5,375.0,-14.97578542158202,-14.97578542158202
170,5.675829187396351,240.0,375.5,-14.97578542158202,14.97578542158202
171,5.709216417910448,240.0,375.5,0.0,0.0
172,5.742603648424544,240.0,375.5,0.0,0.0
173,5.77599087893864,240.0,375.0,0.0,-14.97578542158202
174,5.809378109452736,240.0,375.5,0.0,14.97578542158202
175,5.8427653399668324,239.0,375.0,-29.95157084316404,-14.97578542158202
176,5.8761525704809285,239.0,377.0,0.0,59.90314168632808
177,5.909539800995025,240.0,375.5,29.95157084316404,-44.92735626474606
178,5.942927031509121,239.0,375.5,-29.95157084316404,0.0
179,5.976314262023217,238.5,376.5,-14.97578542158202,29.95157084316404
180,6.009701492537314,238.5,376.5,0.0,0.0
181,6.04308872305141,238.5,376.0,0.0,-14.97578542158202
182,6.076475953565506,238.0,376.0,-14.97578542158202,0.0
183,6.109863184079602,238.5,377.0,14.97578542158202,29.95157084316404
184,6.143250414593698,238.5,377.0,0.0,0.0
185,6.176637645107794,238.5,377.0,0.0,0.0
186,6.21002487562189,238.0,377.0,-14.97578542158202,0.0
187,6.243412106135986,238.0,377.0,0.0,0.0
188,6.2767993366500825,238.0,376.5,0.0,-14.97578542158202
189,6.3101865671641795,237.0,377.0,-29.95157084316404,14.97578542158202
190,6.343573797678276,238.0,377.5,29.95157084316404,14.97578542158202
191,6.376961028192372,238.0,377.5,0.0,0.0
192,6.410348258706468,239.0,376.0,29.95157084316404,-44.92735626474606
193,6.443735489220564,238.0,376.0,-29.95157084316404,0.0
194,6.47712271973466,237.0,376.0,-29.95157084316404,0.0
195,6.510509950248756,237.0,376.0,0.0,0.0
196,6.543897180762852,237.0,376.0,0.0,0.0
197,6.577284411276948,237.0,376.0,0.0,0.0
198,6.610671641791045,238.0,376.0,29.95157084316404,0.0
199,6.644058872305141,238.0,376.5,0.0,14.97578542158202
200,6.677446102819237,236.5,377.0,-44.92735626474606,14.97578542158202
201,6.710833333333333,236.5,377.0,0.0,0.0
202,6.7442205638474295,236.5,377.0,0.0,0.0
203,6.777607794361526,238.0,377.0,44.92735626474606,0.0
204,6.810995024875622,238.0,377.0,0.0,0.0
205,6.844382255389718,238.0,377.0,0.0,0.0
206,6.877769485903814,238.0,377.0,0.0,0.0
207,6.911156716417911,238.0,377.0,0.0,0.0
208,6.944543946932007,238.0,377.5,0.0,14.97578542158202
209,6.977931177446103,238.0,377.5,0.0,0.0
210,7.011318407960199,238.0,377.5,0.0,0.0
211,7.044705638474295,238.0,377.5,0.0,0.0
212,7.078092868988391,238.0,377.5,0.0,0.0
213,7.111480099502487,238.0,377.5,0.0,0.0
214,7.1448673300165835,236.5,377.5,-44.92735626474606,0.0
215,7.17825456053068,236.5,377.0,0.0,-14.97578542158202
216,7.211641791044776,236.0,377.5,-14.97578542158202,14.97578542158202
217,7.245029021558873,236.0,378.0,0.0,14.97578542158202
218,7.278416252072969,236.0,377.5,0.0,-14.97578542158202
219,7.311803482587065,236.0,377.0,0.0,-14.97578542158202
220,7.345190713101161,236.0,377.0,0.0,0.0
221,7.378577943615257,236.0,377.0,0.0,0.0
222,7.411965174129353,236.0,377.0,0.0,0.0
223,7.445352404643449,236.0,377.0,0.0,0.0
224,7.478739635157545,236.0,376.0,0.0,-29.95157084316404
225,7.512126865671641,236.0,376.0,0.0,0.0
226,7.545514096185738,236.0,376.0,0.0,0.0
227,7.578901326699834,236.0,376.5,0.0,14.97578542158202
228,7.6122885572139305,236.0,376.5,0.0,0.0
229,7.645675787728027,236.0,377.5,0.0,29.95157084316404
230,7.679063018242123,236.0,377.5,0.0,0.0
231,7.712450248756219,236.0,377.5,0.0,0.0
232,7.745837479270315,236.0,378.5,0.0,29.95157084316404
233,7.779224709784411,236.0,377.5,0.0,-29.95157084316404
234,7.812611940298507,236.0,378.0,0.0,14.97578542158202
235,7.845999170812604,236.0,378.0,0.0,0.0
236,7.8793864013267,236.0,378.0,0.0,0.0
237,7.912773631840796,236.0,378.5,0.0,14.97578542158202
238,7.946160862354892,236.0,378.5,0.0,0.0
239,7.979548092868988,236.0,378.5,0.0,0.0
240,8.012935323383084,236.0,378.5,0.0,0.0
241,8.04632255389718,236.0,378.5,0.0,0.0
242,8.079709784411277,236.0,378.0,0.0,-14.97578542158202
243,8.113097014925373,236.0,378.0,0.0,0.0
244,8.146484245439469,236.0,378.5,0.0,14.97578542158202
245,8.179871475953565,236.0,378.5,0.0,0.0
246,8.213258706467661,236.0,378.5,0.0,0.0
247,8.246645936981757,236.0,378.5,0.0,0.0
248,8.280033167495853,235.0,378.5,-29.95157084316404,0.0
249,8.313420398009951,236.0,378.5,29.95157084316404,0.0
250,8.346807628524047,236.0,378.5,0.0,0.0
251,8.380194859038143,236.0,378.5,0.0,0.0
252,8.41358208955224,236.0,378.5,0.0,0.0
253,8.446969320066335,236.0,378.5,0.0,0.0
254,8.480356550580431,236.0,378.5,0.0,0.0
255,8.513743781094528,236.0,378.5,0.0,0.0
256,8.547131011608624,236.0,378.5,0.0,0.0
257,8.58051824212272,236.0,378.5,0.0,0.0
258,8.613905472636816,236.0,378.5,0.0,0.0
259,8.647292703150912,236.0,378.5,0.0,0.0
260,8.680679933665008,235.0,378.5,-29.95157084316404,0.0
261,8.714067164179104,236.0,378.0,29.95157084316404,-14.97578542158202
262,8.7474543946932,236.0,378.0,0.0,0.0
263,8.780841625207296,236.0,378.0,0.0,0.0
264,8.814228855721392,236.0,378.0,0.0,0.0
265,8.847616086235488,236.0,378.0,0.0,0.0
266,8.881003316749585,236.0,378.0,0.0,0.0
267,8.914390547263682,236.0,378.0,0.0,0.0
268,8.947777777777778,236.0,378.0,0.0,0.0
269,8.981165008291875,236.0,378.0,0.0,0.0
270,9.01455223880597,236.0,378.0,0.0,0.0
271,9.047939469320067,236.0,378.0,0.0,0.0
272,9.081326699834163,236.0,378.0,0.0,0.0
273,9.114713930348259,236.0,378.0,0.0,0.0
274,9.148101160862355,236.0,378.0,0.0,0.0
275,9.181488391376451,236.0,378.0,0.0,0.0
276,9.214875621890547,236.0,378.0,0.0,0.0
277,9.248262852404643,236.0,378.0,0.0,0.0
278,9.28165008291874,236.0,378.0,0.0,0.0
279,9.315037313432835,235.0,378.0,-29.95157084316404,0.0
280,9.348424543946932,235.0,378.0,0.0,0.0
281,9.381811774461028,235.0,378.0,0.0,0.0
282,9.415199004975124,235.0,378.0,0.0,0.0
283,9.44858623548922,235.0,378.5,0.0,14.97578542158202
284,9.481973466003316,235.0,378.0,0.0,-14.97578542158202
285,9.515360696517412,235.0,378.0,0.0,0.0
286,9.54874792703151,235.0,378.0,0.0,0.0
287,9.582135157545606,235.0,378.5,0.0,14.97578542158202
288,9.615522388059702,235.0,378.5,0.0,0.0
289,9.648909618573798,235.0,378.5,0.0,0.0
290,9.682296849087894,235.0,378.0,0.0,-14.97578542158202
291,9.71568407960199,235.0,378.0,0.0,0.0
292,9.749071310116086,235.0,378.0,0.0,0.0
293,9.782458540630182,235.0,378.0,0.0,0.0
294,9.815845771144279,235.0,378.0,0.0,0.0
295,9.849233001658375,235.0,378.0,0.0,0.0
296,9.88262023217247,235.0,378.0,0.0,0.0
297,9.916007462686567,235.0,378.0,0.0,0.0
298,9.949394693200663,235.0,378.0,0.0,0.0
299,9.982781923714759,235.0,378.5,0.0,14.97578542158202
300,10.016169154228855,235.0,378.5,0.0,0.0
301,10.049556384742951,235.0,378.5,0.0,0.0
302,10.082943615257047,235.0,378.5,0.0,0.0
303,10.116330845771143,235.0,378.0,0.0,-14.97578542158202
304,10.149718076285241,235.0,378.0,0.0,0.0
305,10.183105306799337,235.0,378.5,0.0,14.97578542158202
306,10.216492537313433,236.0,378.0,29.95157084316404,-14.97578542158202
307,10.24987976782753,235.0,378.0,-29.95157084316404,0.0
308,10.283266998341626,235.0,378.0,0.0,0.0
309,10.316654228855722,235.0,378.5,0.0,14.97578542158202
310,10.350041459369818,235.0,378.5,0.0,0.0
311,10.383428689883914,235.0,378.5,0.0,0.0
312,10.41681592039801,236.0,377.5,29.95157084316404,-29.95157084316404
313,10.450203150912106,236.0,378.0,0.0,14.97578542158202
314,10.483590381426202,238.0,376.5,59.90314168632808,-44.92735626474606
315,10.516977611940298,238.0,376.5,0.0,0.0
316,10.550364842454394,238.0,376.5,0.0,0.0
317,10.58375207296849,237.0,376.0,-29.95157084316404,-14.97578542158202
318,10.617139303482586,237.0,376.0,0.0,0.0
319,10.650526533996683,237.0,375.0,0.0,-29.95157084316404
320,10.683913764510779,237.0,375.0,0.0,0.0
321,10.717300995024875,239.0,373.5,59.90314168632808,-44.92735626474606
322,10.750688225538973,238.5,374.0,-14.97578542158202,14.97578542158202
323,10.784075456053069,239.5,374.0,29.95157084316404,0.0
324,10.817462686567165,240.0,372.5,14.97578542158202,-44.92735626474606
325,10.850849917081261,240.0,372.5,0.0,0.0
326,10.884237147595357,240.0,372.5,0.0,0.0
327,10.917624378109453,240.0,372.0,0.0,-14.97578542158202
328,10.95101160862355,241.0,371.5,29.95157084316404,-14.97578542158202
329,10.984398839137645,242.0,371.0,29.95157084316404,-14.97578542158202
330,11.017786069651741,242.0,371.0,0.0,0.0
331,11.051173300165837,243.0,370.0,29.95157084316404,-29.95157084316404
332,11.084560530679934,243.5,370.0,14.97578542158202,0.0
333,11.11794776119403,244.0,369.5,14.97578542158202,-14.97578542158202
334,11.151334991708126,244.5,369.0,14.97578542158202,-14.97578542158202
335,11.184722222222222,245.0,369.0,14.97578542158202,0.0
336,11.218109452736318,245.0,368.0,0.0,-29.95157084316404
337,11.251496683250414,245.0,368.0,0.0,0.0
338,11.28488391376451,246.0,367.5,29.95157084316404,-14.97578542158202
339,11.318271144278606,247.0,367.5,29.95157084316404,0.0
340,11.351658374792702,247.0,367.5,0.0,0.0
341,11.3850456053068,247.0,367.5,0.0,0.0
342,11.418432835820896,247.0,367.5,0.0,0.0
343,11.451820066334992,247.0,367.5,0.0,0.0
344,11.485207296849088,247.0,367.5,0.0,0.0
345,11.518594527363184,247.0,367.5,0.0,0.0
346,11.55198175787728,247.0,367.5,0.0,0.0
347,11.585368988391377,247.0,367.5,0.0,0.0
348,11.618756218905473,247.0,368.0,0.0,14.97578542158202
349,11.652143449419569,247.0,368.0,0.0,0.0
350,11.685530679933665,247.0,368.0,0.0,0.0
351,11.718917910447761,247.0,368.0,0.0,0.0
352,11.752305140961857,247.0,368.0,0.0,0.0
353,11.785692371475953,247.0,368.0,0.0,0.0
354,11.81907960199005,247.0,368.0,0.0,0.0
355,11.852466832504145,247.0,368.0,0.0,0.0
356,11.885854063018241,247.0,368.0,0.0,0.0
357,11.919241293532338,247.0,368.0,0.0,0.0
358,11.952628524046434,247.0,368.0,0.0,0.0
359,11.986015754560531,247.0,368.0,0.0,0.0
360,12.019402985074628,247.0,368.0,0.0,0.0
361,12.052790215588724,247.0,368.0,0.0,0.0
362,12.08617744610282,247.0,368.0,0.0,0.0
363,12.119564676616916,247.0,368.0,0.0,0.0
364,12.152951907131012,247.5,368.0,14.97578542158202,0.0
365,12.186339137645108,247.0,368.0,-14.97578542158202,0.0
366,12.219726368159204,248.0,368.0,29.95157084316404,0.0
367,12.2531135986733,247.0,366.5,-29.95157084316404,-44.92735626474606
368,12.286500829187396,248.0,366.5,29.95157084316404,0.0
369,12.319888059701492,248.0,366.5,0.0,0.0
370,12.353275290215588,248.0,366.5,0.0,0.0
371,12.386662520729685,248.0,366.5,0.0,0.0
372,12.42004975124378,247.0,366.5,-29.95157084316404,0.0
373,12.453436981757877,248.0,366.5,29.95157084316404,0.0
374,12.486824212271973,248.0,366.5,0.0,0.0
375,12.520211442786069,248.0,366.5,0.0,0.0
376,12.553598673300165,247.0,366.5,-29.95157084316404,0.0
377,12.586985903814261,247.0,368.0,0.0,44.92735626474606
378,12.620373134328359,247.0,368.0,0.0,0.0
379,12.653760364842455,247.0,368.0,0.0,0.0
380,12.687147595356551,247.0,368.0,0.0,0.0
381,12.720534825870647,247.0,368.0,0.0,0.0
382,12.753922056384743,247.0,366.5,0.0,-44.92735626474606
383,12.78730928689884,247.0,366.5,0.0,0.0
384,12.820696517412935,247.0,366.5,0.0,0.0
385,12.854083747927032,247.0,366.5,0.0,0.0
386,12.887470978441128,247.0,368.0,0.0,44.92735626474606
387,12.920858208955224,247.0,368.0,0.0,0.0
388,12.95424543946932,247.0,368.0,0.0,0.0
389,12.987632669983416,247.0,368.0,0.0,0.0
390,13.021019900497512,247.0,366.5,0.0,-44.92735626474606
391,13.054407131011608,248.0,368.0,29.95157084316404,44.92735626474606
392,13.087794361525704,248.0,368.0,0.0,0.0
393,13.1211815920398,248.0,368.0,0.0,0.0
394,13.154568822553896,248.0,368.0,0.0,0.0
395,13.187956053067992,247.0,368.0,-29.95157084316404,0.0
396,13.22134328358209,247.0,368.0,0.0,0.0
397,13.254730514096186,247.0,368.0,0.0,0.0
398,13.288117744610283,247.0,368.0,0.0,0.0
399,13.321504975124379,247.5,368.0,14.97578542158202,0.0
400,13.354892205638475,247.5,368.0,0.0,0.0
401,13.38827943615257,248.0,368.0,14.97578542158202,0.0
