frame,t_s,x_px_filt,y_px_filt,x_mm,y_mm,angle_deg_raw,mm_per_px,angle_deg_unwrapped,angular_vel_dps
35,2.9166655,581.0454711914062,275.1142578125,58.104547119140626,27.51142578125,-45.0,0.1,18.63596801757813,-98.18638082728665
36,2.9999988,577.3916625976562,258.3680114746094,57.739166259765625,25.83680114746094,-45.0,0.1,-0.789035034179685,-102.08883233943914
37,3.0833321000000002,593.2449951171875,245.2040557861328,59.324499511718756,24.520405578613282,56.3099365234375,0.1,-22.476025390624997,-53.460043356673566
38,3.1666654000000003,612.3687133789062,240.76925659179688,61.236871337890626,24.07692565917969,-33.6900634765625,0.1,-22.476025390624997,-98.66882364721717
39,3.2499987000000004,622.142333984375,234.72422790527344,62.2142333984375,23.472422790527347,-45.0,0.1,-2.2140380859374975,-2.5444492599674646
40,3.333332,627.103515625,227.62464904785156,62.7103515625,22.76246490478516,-45.0,0.1,-22.476025390624997,49.50434841502033
41,3.4166653,628.6787109375,223.59481811523438,62.867871093750004,22.359481811523438,56.3099365234375,0.1,-1.8492218017578104,49.50434841502033
42,3.4999986,629.87060546875,217.73509216308594,62.987060546875,21.773509216308597,-45.0,0.1,-1.8492218017578104,8.19801597451862
43,3.5833319,632.7658081054688,205.23582458496094,63.276580810546875,20.523582458496094,69.44395446777344,0.1,-1.8492218017578104,108.87560263227223
44,3.6666652,636.6372680664062,196.79908752441406,63.663726806640625,19.679908752441406,-45.0,0.1,1.201800537109376,60.389379624501814
45,3.7499985000000002,637.426513671875,191.78445434570312,63.742651367187506,19.178445434570314,-45.0,0.1,22.88879089355469,112.4381772994896
46,3.8333318000000003,637.399169921875,189.5682830810547,63.7399169921875,18.956828308105468,71.56504821777344,0.1,23.31300964355469,109.94484927579119
47,3.9166651000000003,636.3988647460938,187.70272827148438,63.639886474609376,18.77027282714844,63.43495178222656,0.1,45.0,100.33584396734534
48,3.9999984,635.074951171875,183.89366149902344,63.5074951171875,18.389366149902344,71.56504821777344,0.1,43.96111373901367,-3.7617513826305355
49,4.0833317000000005,633.7695922851562,176.81826782226562,63.37695922851563,17.681826782226562,63.43495178222656,0.1,43.008385467529294,-12.102333332144504
50,4.166665,635.0166015625,169.73268127441406,63.501660156250004,16.973268127441408,-50.19443130493164,0.1,21.32139511108398,-67.57113969935452
51,4.249998300000001,633.2627563476562,162.3453369140625,63.32627563476563,16.234533691406252,66.80140686035156,0.1,18.2703727722168,-10.535685976969631
52,4.3333316,630.2882080078125,154.25357055664062,63.028820800781254,15.425357055664064,-45.0,0.1,16.845369720458987,-11.391358316308867
53,4.4166649,629.533203125,147.40269470214844,62.953320312500004,14.740269470214844,56.3099365234375,0.1,39.57124633789063,19.05743071867564
54,4.4999982,633.4464111328125,139.17369079589844,63.344641113281256,13.917369079589845,56.3099365234375,0.1,38.26198806762696,-43.84891036182918
55,4.5833315,637.85107421875,135.7797088623047,63.785107421875004,13.577970886230469,63.43495178222656,0.1,29.26198806762696,-89.05769065237277
56,4.6666648,640.6919555664062,134.436279296875,64.06919555664062,13.443627929687501,60.2551155090332,0.1,7.629394573882564e-07,-148.54614706494306
57,4.7499981,642.9895629882812,133.51405334472656,64.29895629882813,13.351405334472657,-90.0,0.1,-20.261986541748044,-195.92640161274826
58,4.8333314000000005,644.5391235351562,132.76840209960938,64.45391235351563,13.276840209960938,-90.0,0.1,-22.32295684814453,-100.67758665775388
59,4.9166647,645.6602172851562,133.9657440185547,64.56602172851562,13.396574401855469,-45.0,0.1,-43.37397994995117,43.20001728000639
60,4.999998000000001,646.5872802734375,133.75421142578125,64.65872802734376,13.375421142578126,53.13010025024414,0.1,-12.686989593505857,70.22879762276867
61,5.0833313,649.162841796875,128.95623779296875,64.91628417968751,12.895623779296876,-45.0,0.1,18.000000762939457,74.31597149884912
62,5.1666646,648.051025390625,123.31863403320312,64.8051025390625,12.331863403320312,63.43495178222656,0.1,9.000000762939457,176.8872448271636
63,5.2499979,644.53857421875,117.53234100341797,64.453857421875,11.753234100341798,63.43495178222656,0.1,8.642018890380863,97.43295279154104
64,5.3333312,642.4699096679688,113.11669158935547,64.24699096679687,11.311669158935548,-90.0,0.1,30.329009246826175,18.837815762665528
65,5.4166645,640.1007690429688,111.34269714355469,64.01007690429688,11.134269714355469,51.34019088745117,0.1,27.91005783081055,62.03783304267242
66,5.4999978,638.3750610351562,111.49790954589844,63.83750610351563,11.149790954589845,63.43495178222656,0.1,25.849087524414067,70.31837651602265
67,5.5833311000000005,637.4652099609375,111.10940551757812,63.74652099609375,11.110940551757814,51.34019470214844,0.1,34.84908752441407,15.658217322857169
68,5.6666644,636.2385864257812,108.65888977050781,63.62385864257813,10.865888977050782,53.13010025024414,0.1,37.941330718994145,23.849176409787663
69,5.749997700000001,636.2605590820312,106.48548889160156,63.62605590820313,10.648548889160157,-45.0,0.1,36.85326385498047,-39.90696847743623
70,5.833331,635.8052368164062,103.57652282714844,63.58052368164063,10.357652282714845,66.80140686035156,0.1,37.84721069335938,-59.395598099059846
71,5.9166643,634.5979614257812,100.23622131347656,63.45979614257813,10.023622131347658,57.9946174621582,0.1,9.22119064331055,-120.48168149345443
72,5.9999976,633.8111572265625,99.01774597167969,63.381115722656254,9.90177459716797,56.30992889404297,0.1,10.100931549072268,-115.25895845709961
73,6.0833309,633.27197265625,102.14555358886719,63.327197265625,10.21455535888672,-90.0,0.1,-12.259349822998047,-187.8732257840569
74,6.1666642000000005,630.9794311523438,114.36722564697266,63.09794311523438,11.436722564697266,-40.601295471191406,0.1,-11.171282958984374,-97.5707415429458
75,6.2499975,630.0126953125,137.44647216796875,63.00126953125,13.744647216796876,-45.0,0.1,-40.433268737792964,-49.74470190471719
76,6.333330800000001,629.1043701171875,158.0252227783203,62.910437011718756,15.802522277832033,63.43495178222656,0.1,-31.433268737792968,-17.680013785872806
77,6.4166641,627.142578125,172.1490020751953,62.7142578125,17.21490020751953,-90.0,0.1,-10.626019287109372,-93.94018161904184
78,6.499997400000001,623.4368896484375,182.8463897705078,62.34368896484375,18.284638977050783,-45.0,0.1,-19.626019287109372,-2.1113790183797434
79,6.5833307,621.0934448242188,192.75184631347656,62.109344482421875,19.275184631347656,63.43495178222656,0.1,-50.313009643554686,26.226027336113887
80,6.666664,618.9293823242188,201.9603729248047,61.892938232421876,20.19603729248047,-90.0,0.1,-41.313009643554686,-28.657722034378317
81,6.7499973,616.0075073242188,210.64569091796875,61.60075073242188,21.064569091796876,-90.0,0.1,-20.505761718749998,14.542295245628338
82,6.8333306,613.8034057617188,218.30775451660156,61.380340576171875,21.83077545166016,-45.0,0.1,-22.566732025146486,109.79111020062354
83,6.9166639000000005,611.6556396484375,225.04568481445312,61.165563964843756,22.504568481445315,59.03623962402344,0.1,-13.566732025146482,140.23989923560748
84,6.9999972,608.8395385742188,230.15480041503906,60.88395385742188,23.015480041503906,53.13010025024414,0.1,-4.566732025146482,43.40836392096218
85,7.083330500000001,605.8622436523438,236.2855682373047,60.58622436523438,23.62855682373047,-45.0,0.1,17.12025833129883,-5.485171871803367
86,7.1666638,605.1099243164062,240.1559295654297,60.51099243164063,24.01559295654297,-45.0,0.1,-2.4189506530761697,24.963617163181375
87,7.249997100000001,605.7139892578125,243.48500061035156,60.57139892578125,24.348500061035157,63.43495178222656,0.1,-24.85221939086914,55.412406198165876
88,7.3333304,605.8261108398438,245.76788330078125,60.582611083984375,24.576788330078127,-38.65980529785156,0.1,-3.1652290344238274,-48.685189151809155
89,7.4166637,605.4249267578125,247.3831024169922,60.542492675781254,24.73831024169922,-59.0362434387207,0.1,18.521761322021487,-4.834363506009927
90,7.4999970000000005,603.5562133789062,250.0456085205078,60.355621337890625,25.004560852050783,63.43495178222656,0.1,-3.1652290344238274,104.37169152895052
91,7.5833303,601.588623046875,252.02285766601562,60.1588623046875,25.202285766601562,63.43495178222656,0.1,-4.433267974853514,0.2740961789743821
92,7.666663600000001,600.3858642578125,252.5351104736328,60.038586425781254,25.253511047363283,-45.0,0.1,18.63596801757813,-103.8234991710012
93,7.7499969,599.6128540039062,253.59217834472656,59.96128540039063,25.35921783447266,-45.0,0.1,-3.0510223388671847,0.2740961789743821
94,7.833330200000001,598.8770141601562,255.49520874023438,59.88770141601563,25.54952087402344,56.3099365234375,0.1,-24.7380126953125,55.36618852831158
95,7.9166635,598.5345458984375,255.92396545410156,59.85345458984375,25.592396545410157,-45.0,0.1,-3.0510223388671847,-70.22879762276882
96,7.9999968,597.9075317382812,254.46975708007812,59.79075317382813,25.446975708007812,-45.0,0.1,18.63596801757813,33.8687977272062
97,8.0833301,597.1995239257812,252.23760986328125,59.71995239257813,25.223760986328127,63.43495178222656,0.1,-10.626019287109372,137.96639307718178
98,8.166663400000001,596.4962158203125,251.26536560058594,59.64962158203125,25.126536560058597,63.43495178222656,0.1,11.060971069335942,33.868797727205646
99,8.2499967,596.4893798828125,249.06631469726562,59.648937988281254,24.906631469726562,-90.0,0.1,32.747961425781256,-70.22879762277049
100,8.33333,596.9960327148438,246.4164581298828,59.69960327148438,24.641645812988283,63.43495178222656,0.1,11.060971069335942,21.600008640001988
101,8.4166633,597.4122314453125,245.49447631835938,59.741223144531254,24.54944763183594,63.43495178222656,0.1,-10.626019287109372,-82.49758670997304
102,8.499996600000001,597.9276123046875,245.31661987304688,59.792761230468756,24.531661987304688,-45.0,0.1,-1.6260192871093722,-134.5463843849611
103,8.5833299,598.5003051757812,244.8551788330078,59.850030517578126,24.485517883300783,-45.0,0.1,-23.313009643554686,-82.49758670997304
104,8.6666632,599.371337890625,243.00721740722656,59.9371337890625,24.300721740722658,-45.0,0.1,-23.313009643554686,17.29314473464033
105,8.7499965,599.8165893554688,241.78302001953125,59.981658935546875,24.178302001953128,-45.0,0.1,-23.313009643554686,-4.306863905362768
106,8.8333298,599.9618530273438,240.19024658203125,59.996185302734375,24.019024658203126,63.43495178222656,0.1,-3.420545196533201,95.48386570819518
107,8.916663100000001,599.5646362304688,237.49305725097656,59.95646362304688,23.749305725097656,-45.0,0.1,-3.420545196533201,94.28887865793472
108,8.9999964,599.5975341796875,237.57699584960938,59.959753417968756,23.75769958496094,54.46232223510742,0.1,16.471918487548834,94.28887865793472
109,9.0833297,599.86279296875,237.3391876220703,59.986279296875004,23.733918762207033,-45.0,0.1,15.974007415771487,47.43380010144993
110,9.166663,599.2997436523438,235.81204223632812,59.92997436523438,23.581204223632813,54.462318420410156,0.1,15.974007415771489,99.482597776438
111,9.249996300000001,600.946533203125,237.61175537109375,60.0946533203125,23.761175537109377,60.945396423339844,0.1,16.3435302734375,-17.601274740705314
112,9.3333296,601.4841918945312,238.10336303710938,60.14841918945313,23.81033630371094,-45.0,0.1,38.030520629882815,-15.211300640184401
113,9.4166629,601.2028198242188,237.4805450439453,60.12028198242188,23.74805450439453,56.3099365234375,0.1,9.138056945800784,-15.211300640184408
114,9.4999962,601.9952392578125,237.61029052734375,60.19952392578125,23.761029052734376,63.43495178222656,0.1,9.63596801757813,-64.7269448360897
115,9.5833295,604.782958984375,228.85861206054688,60.4782958984375,22.885861206054688,-90.0,0.1,9.63596801757813,-177.67331966551907
116,9.666662800000001,610.9367065429688,208.5400848388672,61.09367065429688,20.85400848388672,63.43495178222656,0.1,-10.626019287109372,-108.33137908694565
117,9.7499961,627.2725830078125,187.85350036621094,62.72725830078125,18.785350036621093,-45.0,0.1,-35.999999618530275,-112.13772765538354
118,9.8333294,641.0762939453125,171.6293487548828,64.10762939453126,17.162934875488283,-45.0,0.1,-35.999999618530275,-112.13772765538354
119,9.9166627,646.8255004882812,159.9537353515625,64.68255004882813,15.99537353515625,-63.43494987487793,0.1,-37.08806648254395,-85.1089473126223
120,9.999996000000001,649.0341796875,156.35287475585938,64.90341796875,15.635287475585939,-90.0,0.1,-37.08806648254395,33.26619830403807
121,10.0833293,649.226318359375,159.32557678222656,64.92263183593751,15.932557678222658,57.9946174621582,0.1,-46.08806648254395,54.866206944041636
122,10.1666626,647.7794189453125,162.52273559570312,64.77794189453125,16.252273559570312,-45.0,0.1,-22.13908920288086,8.040132305408449
123,10.2499959,647.3531494140625,167.02947998046875,64.73531494140626,16.702947998046877,-90.0,0.1,-13.139089202880857,8.040132305408449
124,10.3333292,644.902587890625,173.33151245117188,64.49025878906251,17.33315124511719,56.3099365234375,0.1,-33.7380126953125,101.17756457991307
125,10.416662500000001,642.7529907226562,177.72903442382812,64.27529907226562,17.772903442382812,-45.0,0.1,-33.7380126953125,-26.528801505075407
126,10.4999958,640.9593505859375,182.2091522216797,64.09593505859375,18.22091522216797,-45.0,0.1,-3.9307647705078104,3.9199875299091076
127,10.5833291,639.3342895507812,186.48095703125,63.93342895507813,18.648095703125,-45.0,0.1,-33.192752075195315,31.757415046716645
128,10.6666624,639.642822265625,188.61927795410156,63.9642822265625,18.861927795410157,59.03623962402344,0.1,-11.505761718749998,31.757415046716645
129,10.749995700000001,640.9791870117188,191.06422424316406,64.09791870117188,19.106422424316406,-90.0,0.1,-20.505761718749998,-89.7174235822819
130,10.833329,639.7741088867188,192.44229125976562,63.977410888671876,19.244229125976563,63.43495178222656,0.1,-20.505761718749998,54.16018035547913
131,10.9166623,635.9642944335938,194.92811584472656,63.596429443359376,19.49281158447266,-90.0,0.1,-41.313009643554686,2.1113826804910474
132,10.9999956,633.706298828125,202.4955291748047,63.3706298828125,20.24955291748047,-45.0,0.1,-10.626019287109372,45.31139996049724
133,11.0833289,631.2147216796875,207.0372772216797,63.121472167968754,20.70372772216797,-45.0,0.1,-10.626019287109372,45.31139996049724
134,11.166662200000001,630.6173095703125,209.372802734375,63.06173095703125,20.9372802734375,63.43495178222656,0.1,-1.6260192871093722,147.29761262998278
135,11.2499955,629.7205200195312,210.05557250976562,62.97205200195313,21.005557250976565,63.43495178222656,0.1,-1.6260192871093722,73.64880631499116
136,11.3333288,628.4578247070312,211.1149444580078,62.84578247070313,21.111494445800783,-45.0,0.1,20.06097106933594,17.697557127851795
137,11.4166621,628.0783081054688,212.05551147460938,62.807830810546875,21.205551147460938,-45.0,0.1,20.06097106933594,49.762245246696395
138,11.499995400000001,627.6226196289062,211.853271484375,62.762261962890626,21.1853271484375,63.43495178222656,0.1,-3.2520401000976538,49.762245246696395
139,11.583328700000001,627.2188110351562,211.49000549316406,62.72188110351563,21.14900054931641,63.43495178222656,0.1,19.10824127197266,-32.735341463276185
140,11.666662,627.3490600585938,210.52059936523438,62.73490600585938,21.052059936523438,-53.130104064941406,0.1,19.10824127197266,-63.1841304982607
141,11.7499953,627.6871337890625,210.49252319335938,62.768713378906256,21.049252319335938,66.80140686035156,0.1,6.421250915527345,-7.232881311121325
142,11.8333286,627.96142578125,210.0550537109375,62.796142578125,21.00550537109375,-45.0,0.1,-6.265739440917969,-60.89757806996902
