frame,t_s,x_px_filt,y_px_filt,x_mm_abs,y_mm_abs,angle_deg_raw,angle_deg,mm_per_px,x_mm,y_mm,angle_deg_unwrapped,vx_mm_s,vy_mm_s,speed_mm_s,angular_vel_dps
851,7.0532375,211.6815896,278.3993532,48.59531806,63.91158127,-0.958284152,1.691715848,0.229567995,0.04267807,0.000318116,1.670866992,1.970057448,0.053532984,1.970784648,6.589210309
852,7.0642569,211.7333552,278.3981858,48.60720178,63.91131326,-0.002395318,1.647604682,0.229567995,0.054561781,0.000586124,1.666992574,1.571042693,0.042879333,1.571627749,-7.057111143
853,7.0692527,211.780194,278.394186,48.61795446,63.91039505,-0.01121736,1.63878264,0.229567995,0.065314467,0.001504338,1.388504964,1.763651945,0.617442771,1.868610114,-23.13448361
854,7.0804542,211.8176872,278.3921104,48.62656171,63.90991854,-0.012981959,1.637018041,0.229567995,0.073921714,0.001980848,1.340970665,1.359789799,0.648204227,1.506385415,-23.28168737
856,7.0961613,211.8944091,278.3209661,48.64417461,63.89358609,-0.195955645,1.454044355,0.229567995,0.091534615,0.018313292,1.023036833,0.941313114,0.780933196,1.223080961,-1.809918287
858,7.1175153,211.9454298,278.2610215,48.65588732,63.87982472,-0.244090709,1.405909291,0.229567995,0.103247328,0.032074663,1.273711215,0.372790183,-0.01144886,0.372965946,22.04964348
859,7.1282901,211.9506977,278.2745678,48.65709665,63.88293453,-0.059556629,1.590443371,0.229567995,0.10445666,0.028964855,1.325709097,0.239171482,-0.116359636,0.265974741,24.13148733
860,7.1332053,211.9519002,278.2907947,48.65737272,63.8866597,-0.022649813,1.627350187,0.229567995,0.104732721,0.025239688,1.613821419,-0.380611486,-0.449338889,0.588872262,25.4598934
861,7.1442579,211.9465589,278.3103925,48.65614652,63.89115872,0.064033766,1.714033766,0.229567995,0.103506528,0.020740662,1.679607126,-0.768871417,-0.520092694,0.92825625,15.47979101
862,7.1490369,211.8930843,278.3277888,48.64387046,63.89515238,0.081370481,1.731370481,0.229567995,0.09123047,0.016747006,1.70862471,-1.423382257,-0.585882988,1.539245245,14.69298466
863,7.1602471,211.8279883,278.3429869,48.62892652,63.89864137,0.084837825,1.734837825,0.229567995,0.076286523,0.013258009,1.73028867,-1.68711435,-0.480832349,1.754296034,2.697458892
864,7.1651053,211.7611086,278.3560562,48.61357307,63.90164165,0.085531293,1.735531293,0.229567995,0.060933071,0.01025773,1.734621443,-2.208618499,-0.516432013,2.268192606,0.385772086
