time_s,25k_50k_84.88deg
2.80E-06,0.494346756
2.82E-06,0.493975641
2.84E-06,0.493591371
2.86E-06,0.493194002
2.88E-06,0.492783592
2.90E-06,0.492360198
2.92E-06,0.49192388
2.94E-06,0.491474697
2.96E-06,0.491012707
2.98E-06,0.490537971
3.00E-06,0.490050549
3.02E-06,0.489550502
3.04E-06,0.489037891
3.06E-06,0.488512777
3.08E-06,0.487975222
3.10E-06,0.487425289
3.12E-06,0.486863041
3.14E-06,0.486288541
3.16E-06,0.485701852
3.18E-06,0.485103039
3.20E-06,0.484492167
3.22E-06,0.483869299
3.24E-06,0.483234502
3.26E-06,0.482587841
3.28E-06,0.481929383
3.30E-06,0.481259193
3.32E-06,0.480577339
3.34E-06,0.479883887
3.36E-06,0.479178907
3.38E-06,0.478462464
3.40E-06,0.477734629
3.42E-06,0.47699547
3.44E-06,0.476245056
3.46E-06,0.475483457
3.48E-06,0.474710742
3.50E-06,0.473926982
3.52E-06,0.473132247
3.54E-06,0.472326609
3.56E-06,0.471510138
3.58E-06,0.470682907
3.60E-06,0.469844987
3.62E-06,0.468996452
3.64E-06,0.468137373
3.66E-06,0.467267823
3.68E-06,0.466387877
3.70E-06,0.465497607
3.72E-06,0.464597089
3.74E-06,0.463686396
3.76E-06,0.462765602
3.78E-06,0.461834784
3.80E-06,0.460894016
3.82E-06,0.459943373
3.84E-06,0.458982933
3.86E-06,0.458012771
3.88E-06,0.457032964
3.90E-06,0.456043588
3.92E-06,0.455044721
3.94E-06,0.454036441
3.96E-06,0.453018824
3.98E-06,0.451991949
4.00E-06,0.450955895
4.02E-06,0.449910739
4.04E-06,0.448856561
4.06E-06,0.447793439
4.08E-06,0.446721454
4.10E-06,0.445640685
4.12E-06,0.444551211
4.14E-06,0.443453113
4.16E-06,0.442346471
4.18E-06,0.441231367
4.20E-06,0.44010788
4.22E-06,0.438976092
4.24E-06,0.437836085
4.26E-06,0.436687939
4.28E-06,0.435531737
4.30E-06,0.434367562
4.32E-06,0.433195494
4.34E-06,0.432015617
4.36E-06,0.430828014
4.38E-06,0.429632767
4.40E-06,0.42842996
4.42E-06,0.427219676
4.44E-06,0.426001998
4.46E-06,0.424777011
4.48E-06,0.423544797
4.50E-06,0.422305443
4.52E-06,0.421059031
4.54E-06,0.419805646
4.56E-06,0.418545373
4.58E-06,0.417278297
4.60E-06,0.416004503
4.62E-06,0.414724076
4.64E-06,0.413437102
4.66E-06,0.412143666
4.68E-06,0.410843854
4.70E-06,0.409537751
4.72E-06,0.408225444
4.74E-06,0.406907018
4.76E-06,0.405582561
4.78E-06,0.404252159
4.80E-06,0.402915897
4.82E-06,0.401573864
4.84E-06,0.400226145
4.86E-06,0.398872827
4.88E-06,0.397513999
4.90E-06,0.396149746
4.92E-06,0.394780157
4.94E-06,0.393405318
4.96E-06,0.392025317
4.98E-06,0.390640242
5.00E-06,0.389250181
5.02E-06,0.387855221
5.04E-06,0.38645545
5.06E-06,0.385050956
5.08E-06,0.383641828
5.10E-06,0.382228153
5.12E-06,0.38081002
5.14E-06,0.379387517
5.16E-06,0.377960732
5.18E-06,0.376529754
5.20E-06,0.375094671
5.22E-06,0.373655572
5.24E-06,0.372212545
5.26E-06,0.37076568
5.28E-06,0.369315064
5.30E-06,0.367860787
5.32E-06,0.366402936
5.34E-06,0.364941602
5.36E-06,0.363476873
5.38E-06,0.362008838
5.40E-06,0.360537585
5.42E-06,0.359063203
5.44E-06,0.357585782
5.46E-06,0.356105411
5.48E-06,0.354622177
5.50E-06,0.353136171
5.52E-06,0.351647481
5.54E-06,0.350156196
5.56E-06,0.348662405
5.58E-06,0.347166196
5.60E-06,0.34566766
5.62E-06,0.344166884
5.64E-06,0.342663957
5.66E-06,0.341158969
5.68E-06,0.339652007
5.70E-06,0.338143162
5.72E-06,0.336632521
5.74E-06,0.335120172
5.76E-06,0.333606206
5.78E-06,0.33209071
5.80E-06,0.330573773
5.82E-06,0.329055483
5.84E-06,0.327535928
5.86E-06,0.326015198
5.88E-06,0.32449338
5.90E-06,0.322970562
5.92E-06,0.321446832
5.94E-06,0.319922279
5.96E-06,0.318396991
5.98E-06,0.316871055
6.00E-06,0.315344559
6.02E-06,0.31381759
6.04E-06,0.312290237
6.06E-06,0.310762587
6.08E-06,0.309234726
6.10E-06,0.307706743
6.12E-06,0.306178724
6.14E-06,0.304650757
6.16E-06,0.303122928
6.18E-06,0.301595325
6.20E-06,0.300068033
6.22E-06,0.298541139
6.24E-06,0.29701473
6.26E-06,0.295488891
6.28E-06,0.29396371
6.30E-06,0.292439271
6.32E-06,0.290915661
6.34E-06,0.289392965
6.36E-06,0.287871268
6.38E-06,0.286350657
6.40E-06,0.284831216
6.42E-06,0.283313029
6.44E-06,0.281796183
6.46E-06,0.280280761
6.48E-06,0.278766848
6.50E-06,0.277254529
6.52E-06,0.275743886
6.54E-06,0.274235005
6.56E-06,0.272727968
6.58E-06,0.27122286
6.60E-06,0.269719763
6.62E-06,0.268218761
6.64E-06,0.266719937
6.66E-06,0.265223372
6.68E-06,0.263729151
6.70E-06,0.262237354
6.72E-06,0.260748064
6.74E-06,0.259261362
6.76E-06,0.257777331
6.78E-06,0.256296051
6.80E-06,0.254817604
6.82E-06,0.25334207
6.84E-06,0.25186953
6.86E-06,0.250400064
6.88E-06,0.248933753
6.90E-06,0.247470676
6.92E-06,0.246010913
6.94E-06,0.244554543
6.96E-06,0.243101646
6.98E-06,0.241652299
7.00E-06,0.240206582
7.02E-06,0.238764573
7.04E-06,0.23732635
7.06E-06,0.23589199
7.08E-06,0.234461571
7.10E-06,0.23303517
7.12E-06,0.231612864
7.14E-06,0.230194729
7.16E-06,0.228780842
7.18E-06,0.227371279
7.20E-06,0.225966115
7.22E-06,0.224565426
7.24E-06,0.223169286
7.26E-06,0.22177777
7.28E-06,0.220390954
7.30E-06,0.21900891
7.32E-06,0.217631713
7.34E-06,0.216259436
7.36E-06,0.214892152
7.38E-06,0.213529934
7.40E-06,0.212172855
7.42E-06,0.210820986
7.44E-06,0.209474399
7.46E-06,0.208133166
7.48E-06,0.206797358
7.50E-06,0.205467046
7.52E-06,0.204142299
7.54E-06,0.202823189
7.56E-06,0.201509784
7.58E-06,0.200202154
7.60E-06,0.198900368
7.62E-06,0.197604494
7.64E-06,0.196314601
7.66E-06,0.195030757
7.68E-06,0.193753029
7.70E-06,0.192481483
7.72E-06,0.191216188
7.74E-06,0.189957209
7.76E-06,0.188704611
7.78E-06,0.187458462
7.80E-06,0.186218825
7.82E-06,0.184985765
7.84E-06,0.183759348
7.86E-06,0.182539636
7.88E-06,0.181326694
7.90E-06,0.180120584
7.92E-06,0.17892137
7.94E-06,0.177729113
7.96E-06,0.176543876
7.98E-06,0.17536572
8.00E-06,0.174194706
8.02E-06,0.173030896
8.04E-06,0.171874348
8.06E-06,0.170725123
8.08E-06,0.16958328
8.10E-06,0.168448879
8.12E-06,0.167321978
8.14E-06,0.166202634
8.16E-06,0.165090906
8.18E-06,0.163986851
8.20E-06,0.162890525
8.22E-06,0.161801985
8.24E-06,0.160721287
8.26E-06,0.159648487
8.28E-06,0.158583638
8.30E-06,0.157526796
8.32E-06,0.156478015
8.34E-06,0.155437348
8.36E-06,0.154404849
8.38E-06,0.153380569
8.40E-06,0.152364563
8.42E-06,0.15135688
8.44E-06,0.150357573
8.46E-06,0.149366692
8.48E-06,0.148384288
8.50E-06,0.14741041
8.52E-06,0.146445107
8.54E-06,0.14548843
8.56E-06,0.144540425
8.58E-06,0.143601142
8.60E-06,0.142670627
8.62E-06,0.141748928
8.64E-06,0.14083609
8.66E-06,0.13993216
8.68E-06,0.139037184
8.70E-06,0.138151206
8.72E-06,0.13727427
8.74E-06,0.136406422
8.76E-06,0.135547703
8.78E-06,0.134698158
8.80E-06,0.133857829
8.82E-06,0.133026757
8.84E-06,0.132204984
8.86E-06,0.131392551
8.88E-06,0.130589499
8.90E-06,0.129795867
8.92E-06,0.129011695
8.94E-06,0.128237022
8.96E-06,0.127471885
8.98E-06,0.126716324
9.00E-06,0.125970374
9.02E-06,0.125234074
9.04E-06,0.124507459
9.06E-06,0.123790565
9.08E-06,0.123083427
9.10E-06,0.12238608
9.12E-06,0.121698558
9.14E-06,0.121020895
9.16E-06,0.120353123
9.18E-06,0.119695276
9.20E-06,0.119047385
9.22E-06,0.118409482
9.24E-06,0.117781598
9.26E-06,0.117163763
9.28E-06,0.116556007
9.30E-06,0.115958359
9.32E-06,0.115370849
9.34E-06,0.114793504
9.36E-06,0.114226351
9.38E-06,0.113669419
9.40E-06,0.113122734
9.42E-06,0.112586321
9.44E-06,0.112060207
9.46E-06,0.111544416
9.48E-06,0.111038972
9.50E-06,0.110543899
9.52E-06,0.110059222
9.54E-06,0.109584961
9.56E-06,0.10912114
9.58E-06,0.108667781
9.60E-06,0.108224903
9.62E-06,0.107792528
9.64E-06,0.107370675
9.66E-06,0.106959364
9.68E-06,0.106558614
9.70E-06,0.106168443
9.72E-06,0.105788869
9.74E-06,0.105419908
9.76E-06,0.105061577
9.78E-06,0.104713893
9.80E-06,0.10437687
9.82E-06,0.104050523
9.84E-06,0.103734867
9.86E-06,0.103429916
9.88E-06,0.103135682
9.90E-06,0.102852178
9.92E-06,0.102579416
9.94E-06,0.102317408
9.96E-06,0.102066164
9.98E-06,0.101825695
1.00E-05,0.10159601
1.00E-05,0.101377119
1.00E-05,0.10116903
1.01E-05,0.10097175
1.01E-05,0.100785289
1.01E-05,0.100609651
1.01E-05,0.100444845
1.01E-05,0.100290874
1.02E-05,0.100147745
1.02E-05,0.100015462
1.02E-05,0.09989403
1.02E-05,0.09978345
1.02E-05,0.099683727
1.03E-05,0.099594862
1.03E-05,0.099516857
1.03E-05,0.099449714
1.03E-05,0.099393432
1.03E-05,0.099348012
1.04E-05,0.099313454
1.04E-05,0.099289755
1.04E-05,0.099276915
1.04E-05,0.09927493
1.04E-05,0.099283798
1.05E-05,0.099303516
1.05E-05,0.099334079
1.05E-05,0.099375483
1.05E-05,0.099427722
1.05E-05,0.099490791
1.06E-05,0.099564684
1.06E-05,0.099649393
1.06E-05,0.099744911
1.06E-05,0.09985123
1.06E-05,0.099968341
1.07E-05,0.100096235
1.07E-05,0.100234902
1.07E-05,0.100384332
1.07E-05,0.100544515
1.07E-05,0.100715437
1.08E-05,0.100897088
1.08E-05,0.101089455
1.08E-05,0.101292524
1.08E-05,0.101506282
1.08E-05,0.101730714
1.09E-05,0.101965806
1.09E-05,0.102211542
1.09E-05,0.102467906
1.09E-05,0.102734881
1.09E-05,0.103012451
1.10E-05,0.103300597
1.10E-05,0.103599301
1.10E-05,0.103908545
1.10E-05,0.104228308
1.10E-05,0.104558572
1.11E-05,0.104899315
1.11E-05,0.105250516
1.11E-05,0.105612154
1.11E-05,0.105984207
1.11E-05,0.106366651
1.12E-05,0.106759464
1.12E-05,0.107162621
1.12E-05,0.107576099
1.12E-05,0.107999871
1.12E-05,0.108433914
1.13E-05,0.1088782
1.13E-05,0.109332703
1.13E-05,0.109797396
1.13E-05,0.110272251
1.13E-05,0.11075724
1.14E-05,0.111252334
1.14E-05,0.111757503
1.14E-05,0.112272719
1.14E-05,0.11279795
1.14E-05,0.113333166
1.15E-05,0.113878335
1.15E-05,0.114433424
1.15E-05,0.114998402
1.15E-05,0.115573236
1.15E-05,0.116157891
1.16E-05,0.116752334
1.16E-05,0.11735653
1.16E-05,0.117970443
1.16E-05,0.118594038
1.16E-05,0.11922728
1.17E-05,0.11987013
1.17E-05,0.120522551
1.17E-05,0.121184507
1.17E-05,0.121855958
1.17E-05,0.122536865
1.18E-05,0.12322719
1.18E-05,0.123926893
1.18E-05,0.124635932
1.18E-05,0.125354267
1.18E-05,0.126081857
1.19E-05,0.12681866
1.19E-05,0.127564634
1.19E-05,0.128319734
1.19E-05,0.129083919
1.19E-05,0.129857144
1.20E-05,0.130639365
1.20E-05,0.131430536
1.20E-05,0.132230613
1.20E-05,0.133039549
