time_s,value
9.893617021276597e-07,-0.2939999466087802
1e-06,-0.29548734247419434
1.0106382978723404e-06,-0.2969673816053142
1.0212765957446809e-06,-0.2984400500473283
1.0319148936170213e-06,-0.2999053340934452
1.0425531914893618e-06,-0.3013632202849941
1.0531914893617022e-06,-0.30281369541152026
1.0638297872340427e-06,-0.30425674651086654
1.074468085106383e-06,-0.30569236086924995
1.0851063829787233e-06,-0.30712052602132595
1.0957446808510638e-06,-0.3085412297502434
1.1063829787234042e-06,-0.3099544600876928
1.1170212765957447e-06,-0.31136020531394115
1.1276595744680851e-06,-0.31275845395786217
1.1382978723404256e-06,-0.314149194796952
1.148936170212766e-06,-0.3155324168573407
1.1595744680851065e-06,-0.31690810941378944
1.170212765957447e-06,-0.318276261989683
1.1808510638297874e-06,-0.31963686435700983
1.1914893617021278e-06,-0.320989906536333
1.2021276595744683e-06,-0.3223353787967541
1.2127659574468085e-06,-0.32367327165586446
1.223404255319149e-06,-0.3250035758796906
1.2340425531914894e-06,-0.3263262824826271
1.2446808510638299e-06,-0.32764138272736304
1.2553191489361701e-06,-0.32894886812479635
1.2659574468085106e-06,-0.33024873043394165
1.276595744680851e-06,-0.331540961661827
1.2872340425531915e-06,-0.3328255540633812
1.297872340425532e-06,-0.3341025001413137
1.3085106382978724e-06,-0.33537179264598294
1.3191489361702128e-06,-0.33663342457525747
1.3297872340425533e-06,-0.33788738917436606
1.3404255319148937e-06,-0.3391336799357406
1.3510638297872342e-06,-0.3403722905988471
1.3617021276595746e-06,-0.34160321515001063
1.372340425531915e-06,-0.34282644782222854
1.3829787234042555e-06,-0.34404198309497525
1.393617021276596e-06,-0.3452498156939991
1.4042553191489364e-06,-0.3464499405911077
1.4148936170212767e-06,-0.34764235300394675
1.425531914893617e-06,-0.3488270483957672
1.4361702127659576e-06,-0.3500040224751858
1.446808510638298e-06,-0.3511732711959336
1.4574468085106385e-06,-0.352334790756599
1.468085106382979e-06,-0.35348857760035846
1.4787234042553194e-06,-0.3546346284146994
1.4893617021276598e-06,-0.35577294013113503
1.5e-06,-0.35690350992490816
1.5106382978723403e-06,-0.358026335214688
1.5212765957446807e-06,-0.3591414136622567
1.5319148936170212e-06,-0.3602487431721867
1.5425531914893616e-06,-0.36134832189151067
1.553191489361702e-06,-0.3624401482093804
1.5638297872340425e-06,-0.3635242207567191
1.574468085106383e-06,-0.36460053840586204
1.5851063829787234e-06,-0.3656691002701915
1.5957446808510639e-06,-0.36672990570375963
1.6063829787234043e-06,-0.36778295430090496
1.6170212765957448e-06,-0.36882824589585883
1.6276595744680852e-06,-0.36986578056234276
1.6382978723404257e-06,-0.37089555861315854
1.6489361702127661e-06,-0.37191758059976743
1.6595744680851066e-06,-0.3729318473118628
1.6702127659574468e-06,-0.3739383597769317
1.6808510638297873e-06,-0.37493711925981055
1.6914893617021277e-06,-0.3759281272622286
1.7021276595744682e-06,-0.3769113855223466
1.7127659574468086e-06,-0.3778868960142837
1.723404255319149e-06,-0.3788546609476372
1.7340425531914895e-06,-0.37981468276699326
1.74468085106383e-06,-0.38076696415142985
1.7553191489361704e-06,-0.38171150801400977
1.7659574468085109e-06,-0.38264831750126593
1.7765957446808513e-06,-0.38357739599267865
1.7872340425531918e-06,-0.3844987471001429
1.7978723404255322e-06,-0.38541237466742917
1.8085106382978727e-06,-0.386318282769634
1.8191489361702131e-06,-0.3872164757126231
1.8297872340425531e-06,-0.38810695803246564
1.8404255319148936e-06,-0.38898973449486135
1.851063829787234e-06,-0.38986481009455737
1.8617021276595745e-06,-0.3907321900547584
1.872340425531915e-06,-0.39159187982652754
1.8829787234042554e-06,-0.39244388508817957
1.8936170212765958e-06,-0.393288211744666
1.9042553191489363e-06,-0.3941248659269515
1.9148936170212767e-06,-0.39495385399138205
1.925531914893617e-06,-0.39577518251904586
1.9361702127659576e-06,-0.396588858315125
1.946808510638298e-06,-0.3973948884082405
1.9574468085106385e-06,-0.39819328004978694
1.968085106382979e-06,-0.3989840407132623
1.9787234042553194e-06,-0.39976717809358675
1.98936170212766e-06,-0.4005427001064154
2e-06,-0.40131061488744274
2.0106382978723404e-06,-0.4020709307916981
2.021276595744681e-06,-0.4028236563928354
2.0319148936170213e-06,-0.4035688004824125
2.0425531914893617e-06,-0.4043063720691652
2.053191489361702e-06,-0.40503638037827183
2.0638297872340426e-06,-0.4057588348506104
2.074468085106383e-06,-0.4064737451420084
2.0851063829787235e-06,-0.40718112112248545
2.095744680851064e-06,-0.4078809728754869
2.1063829787234044e-06,-0.4085733106971108
2.117021276595745e-06,-0.4092581450953273
2.1276595744680853e-06,-0.40993548678919023
2.1382978723404258e-06,-0.41060534670804133
2.148936170212766e-06,-0.4112677359907072
2.1595744680851067e-06,-0.41192266598468796
2.1702127659574467e-06,-0.41257014824534
2.180851063829787e-06,-0.41321019453505
2.1914893617021276e-06,-0.41384281682240254
2.202127659574468e-06,-0.4144680272813401
2.2127659574468085e-06,-0.4150858382903152
2.223404255319149e-06,-0.4156962624314367
2.2340425531914894e-06,-0.41629931248960794
2.24468085106383e-06,-0.4168950014516579
2.2553191489361703e-06,-0.41748334250546515
2.2659574468085107e-06,-0.41806434903907563
2.276595744680851e-06,-0.41863803463981186
2.2872340425531916e-06,-0.419204413093377
2.297872340425532e-06,-0.4197634983829499
2.3085106382978725e-06,-0.42031530468827566
2.319148936170213e-06,-0.4208598463847468
2.3297872340425534e-06,-0.4213971380424801
2.340425531914894e-06,-0.4219271944253842
2.3510638297872343e-06,-0.42245003049022256
2.3617021276595748e-06,-0.42296566138566855
2.3723404255319152e-06,-0.42347410245135414
2.3829787234042557e-06,-0.4239753692169121
2.393617021276596e-06,-0.4244694774010113
2.4042553191489366e-06,-0.42495644291038626
2.4148936170212766e-06,-0.4254362818388591
2.425531914893617e-06,-0.42590901046635576
2.4361702127659575e-06,-0.426374645257916
2.446808510638298e-06,-0.4268332028626962
2.4574468085106384e-06,-0.42728470011296654
2.468085106382979e-06,-0.42772915402310174
2.4787234042553193e-06,-0.4281665817885656
2.4893617021276598e-06,-0.4285970007848889
2.5e-06,-0.4290204285666421
2.5106382978723402e-06,-0.4294368828664006
2.5212765957446807e-06,-0.4298463815937054
2.531914893617021e-06,-0.4302489428340168
2.5425531914893616e-06,-0.43064458484766205
2.553191489361702e-06,-0.4310333260687779
2.5638297872340425e-06,-0.4314151851042463
2.574468085106383e-06,-0.43179018073262504
2.5851063829787234e-06,-0.4321583319030722
2.595744680851064e-06,-0.4325196577342648
2.6063829787234043e-06,-0.43287417751331214
2.6170212765957447e-06,-0.433221910694663
2.627659574468085e-06,-0.4335628768990077
2.6382978723404256e-06,-0.4338970959121739
2.648936170212766e-06,-0.4342245876840182
2.6595744680851065e-06,-0.43454537232731055
2.670212765957447e-06,-0.4348594701166146
2.6808510638297874e-06,-0.43516690148716225
2.691489361702128e-06,-0.4354676870337226
2.7021276595744683e-06,-0.4357618475094657
2.7127659574468088e-06,-0.43604940382482194
2.7234042553191492e-06,-0.4363303770463348
2.7340425531914897e-06,-0.43660478839550965
2.74468085106383e-06,-0.43687265924765667
2.7553191489361706e-06,-0.43713401113072947
2.765957446808511e-06,-0.4373888657241583
2.7765957446808515e-06,-0.4376372448576782
2.787234042553192e-06,-0.43787917051015257
2.7978723404255324e-06,-0.43811466480839156
2.808510638297873e-06,-0.4383437500259665
2.819148936170213e-06,-0.4385664485820184
2.8297872340425533e-06,-0.4387827830400623
2.8404255319148938e-06,-0.43899277610678766
2.851063829787234e-06,-0.4391964506308529
2.8617021276595747e-06,-0.4393938296016764
2.872340425531915e-06,-0.4395849361482226
2.8829787234042556e-06,-0.43976979353778367
2.893617021276596e-06,-0.43994842517475674
2.9042553191489365e-06,-0.44012085459941724
2.914893617021277e-06,-0.4402871054866874
2.9255319148936174e-06,-0.44044720164490114
2.936170212765958e-06,-0.4406011670145631
2.9468085106382983e-06,-0.44074902566710683
2.9574468085106387e-06,-0.4408908018036455
2.968085106382979e-06,-0.44102651975372076
2.9787234042553196e-06,-0.44115620397404565
2.98936170212766e-06,-0.44127987904724686
3e-06,-0.44139756968059946
3.01063829787234e-06,-0.4415093007047599
3.0212765957446806e-06,-0.44161509707249497
3.031914893617021e-06,-0.4417149838574073
3.0425531914893615e-06,-0.4418089862526553
3.053191489361702e-06,-0.441897129569673
3.0638297872340424e-06,-0.441979439236883
3.074468085106383e-06,-0.4420559407984079
3.0851063829787233e-06,-0.4421266599127769
3.0957446808510637e-06,-0.4421916223516312
3.106382978723404e-06,-0.44225085399842323
3.1170212765957446e-06,-0.4423043808471148
3.127659574468085e-06,-0.4423522290008718
3.1382978723404255e-06,-0.44239442467075296
3.148936170212766e-06,-0.4424309941744009
3.1595744680851064e-06,-0.4424619639347246
3.170212765957447e-06,-0.4424873604785825
3.1808510638297873e-06,-0.44250721043546
3.1914893617021277e-06,-0.4425215405361475
3.202127659574468e-06,-0.4425303776114118
3.2127659574468086e-06,-0.44253374859066713
3.223404255319149e-06,-0.4425316805006433
3.2340425531914895e-06,-0.44252420046404917
3.24468085106383e-06,-0.4425113356982368
3.2553191489361704e-06,-0.44249311351386006
3.265957446808511e-06,-0.4424695613135329
3.2765957446808513e-06,-0.4424407065904823
3.287234042553192e-06,-0.4424065769272033
3.2978723404255322e-06,-0.44236719999410706
3.3085106382978727e-06,-0.4423226035481698
3.319148936170213e-06,-0.442272815431578
3.329787234042553e-06,-0.4422178635703713
3.3404255319148936e-06,-0.442157775973085
3.351063829787234e-06,-0.4420925807293881
3.3617021276595745e-06,-0.44202230600872205
3.372340425531915e-06,-0.4419469800589337
3.3829787234042554e-06,-0.4418666312049113
3.393617021276596e-06,-0.4417812878472144
3.4042553191489363e-06,-0.44169097846070393
3.4148936170212768e-06,-0.44159573159317134
3.4255319148936172e-06,-0.44149557586396304
3.4361702127659577e-06,-0.4413905399626071
3.446808510638298e-06,-0.4412806526474355
3.4574468085106386e-06,-0.44116594274420595
3.468085106382979e-06,-0.4410464391447226
3.4787234042553195e-06,-0.4409221708054549
3.48936170212766e-06,-0.44079316674615493
3.5000000000000004e-06,-0.4406594560484738
3.510638297872341e-06,-0.4405210678545774
3.5212765957446813e-06,-0.44037803136575926
3.5319148936170217e-06,-0.4402303758410545
3.542553191489362e-06,-0.44007813059585155
3.5531914893617026e-06,-0.4399213250005019
3.563829787234043e-06,-0.43975998847893194
3.5744680851063835e-06,-0.4395941505072505
3.585106382978724e-06,-0.4394238406123577
3.5957446808510644e-06,-0.43924908837055243
3.606382978723405e-06,-0.4390699234061396
3.6170212765957453e-06,-0.4388863753900354
3.6276595744680858e-06,-0.43869847403837364
3.6382978723404262e-06,-0.43850624911111075
3.6489361702127662e-06,-0.43830973041063004
3.6595744680851063e-06,-0.43810894778034626
3.6702127659574467e-06,-0.4379039311033097
3.680851063829787e-06,-0.4376947103008091
3.6914893617021276e-06,-0.4374813153309752
3.702127659574468e-06,-0.437263776187384
3.7127659574468085e-06,-0.4370421228976604
3.723404255319149e-06,-0.4368163855220797
3.7340425531914894e-06,-0.4365865941521718
3.74468085106383e-06,-0.4363527789093239
3.7553191489361703e-06,-0.43611496994338295
3.7659574468085108e-06,-0.43587319743126024
3.7765957446808512e-06,-0.43562749157553365
3.7872340425531917e-06,-0.4353778826030519
3.797872340425532e-06,-0.43512440076353903
3.8085106382978726e-06,-0.4348670763281979
3.819148936170213e-06,-0.4346059395883162
3.8297872340425535e-06,-0.43434102085387144
3.840425531914894e-06,-0.4340723504521367
3.851063829787234e-06,-0.4337999587262877
3.861702127659575e-06,-0.43352387603401016
3.872340425531915e-06,-0.43324413274610735
3.882978723404256e-06,-0.43296075924510913
3.893617021276596e-06,-0.4326737859238822
3.904255319148937e-06,-0.4323832431842399
3.914893617021277e-06,-0.4320891614355538
3.9255319148936175e-06,-0.4317915710933671
3.936170212765958e-06,-0.43149050257800725
3.946808510638298e-06,-0.43118598631320126
3.957446808510639e-06,-0.430878052724692
3.968085106382979e-06,-0.43056673223885444
3.97872340425532e-06,-0.4302520552813149
3.989361702127659e-06,-0.42993405227557085
4e-06,-0.4296127536416119
4.01063829787234e-06,-0.42928818979454264
4.021276595744681e-06,-0.428960391143207
4.031914893617021e-06,-0.4286293880888142
4.042553191489362e-06,-0.42829521102356594
4.053191489361702e-06,-0.4279578903292855
4.0638297872340425e-06,-0.42761745637604953
4.074468085106383e-06,-0.4272739395208196
4.085106382978723e-06,-0.4269273701060774
4.095744680851064e-06,-0.4265777784584616
4.106382978723404e-06,-0.4262251948874055
4.117021276595745e-06,-0.42586964968377816
4.127659574468085e-06,-0.4255111731185266
4.138297872340426e-06,-0.42514979544132075
4.148936170212766e-06,-0.4247855468792007
4.1595744680851066e-06,-0.4244184576352251
4.170212765957447e-06,-0.42404855788712315
4.1808510638297875e-06,-0.4236758777859481
4.191489361702128e-06,-0.4233004474547343
4.202127659574468e-06,-0.42292229698715444
4.212765957446809e-06,-0.42254145644618224
4.223404255319149e-06,-0.4221579558627554
4.23404255319149e-06,-0.421771825234442
4.24468085106383e-06,-0.4213830945241105
4.255319148936171e-06,-0.42099179365860034
4.265957446808511e-06,-0.4205979525273973
4.2765957446808515e-06,-0.42020160098131126
4.287234042553192e-06,-0.4198027688311557
4.297872340425532e-06,-0.4194014858464316
4.308510638297873e-06,-0.41899778175401386
4.319148936170213e-06,-0.41859168623684045
4.329787234042553e-06,-0.41818322893260496
4.340425531914893e-06,-0.4177724394324521
4.351063829787234e-06,-0.41735934727967733
4.361702127659574e-06,-0.416943981968428
4.372340425531915e-06,-0.41652637294240946
4.382978723404255e-06,-0.4161065495935939
4.393617021276596e-06,-0.41568454126093224
4.404255319148936e-06,-0.4152603772290704
4.4148936170212765e-06,-0.4148340867270681
4.425531914893617e-06,-0.4144056989271222
4.436170212765957e-06,-0.4139752429432928
4.446808510638298e-06,-0.4135427478302339
4.457446808510638e-06,-0.4131082425819269
4.468085106382979e-06,-0.4126717561304184
4.478723404255319e-06,-0.4122333173445621
4.48936170212766e-06,-0.4117929550287637
4.5e-06,-0.41135069792173096
4.5106382978723406e-06,-0.4109065746952264
4.521276595744681e-06,-0.4104606139528252
4.5319148936170215e-06,-0.41001284422867645
4.542553191489362e-06,-0.4095632939862694
4.553191489361702e-06,-0.4091119916172022
4.563829787234043e-06,-0.40865896543995706
4.574468085106383e-06,-0.40820424369867814
4.585106382978724e-06,-0.40774785456195434
4.595744680851064e-06,-0.40728982612160636
4.606382978723405e-06,-0.4068301863914785
4.617021276595745e-06,-0.40636896330623423
4.6276595744680855e-06,-0.40590618472015744
4.638297872340426e-06,-0.4054418784059571
4.648936170212766e-06,-0.40497607205357683
4.659574468085107e-06,-0.4045087932690101
4.670212765957447e-06,-0.4040400695731191
4.680851063829788e-06,-0.40356992840045836
4.691489361702128e-06,-0.40309839709810386
4.702127659574469e-06,-0.40262550292448684
4.712765957446809e-06,-0.40215127304823195
4.7234042553191496e-06,-0.40167573454700156
4.73404255319149e-06,-0.40119891440634314
4.7446808510638305e-06,-0.40072083951854404
4.755319148936171e-06,-0.40024153668148915
4.765957446808511e-06,-0.39976103259752604
4.776595744680852e-06,-0.3992793538723326
4.787234042553192e-06,-0.3987965270137923
4.797872340425533e-06,-0.3983125784308734
4.808510638297873e-06,-0.3978275344325136
4.819148936170213e-06,-0.3973414212265112
4.829787234042553e-06,-0.3968542649184197
4.840425531914894e-06,-0.39636609151044966
4.851063829787234e-06,-0.3958769269003751
4.8617021276595746e-06,-0.3953867968804456
4.872340425531915e-06,-0.3948957271363047
4.8829787234042555e-06,-0.3944037432459125
4.893617021276596e-06,-0.3939108706784753
4.904255319148936e-06,-0.39341713479338036
4.914893617021277e-06,-0.3929225608391363
4.925531914893617e-06,-0.3924271739523201
4.936170212765958e-06,-0.3919309991565284
4.946808510638298e-06,-0.3914340613613367
4.957446808510639e-06,-0.3909363853612627
4.968085106382979e-06,-0.3904379958347367
4.9787234042553195e-06,-0.38993891734307756
4.98936170212766e-06,-0.38943917432947506
5e-06,-0.3889387911179777
5.01063829787234e-06,-0.3884377919124876
5.0212765957446805e-06,-0.38793620079576063
5.031914893617021e-06,-0.38743404172841367
5.042553191489361e-06,-0.3869313385479368
5.053191489361702e-06,-0.3864281149677136
5.063829787234042e-06,-0.3859243945760463
5.074468085106383e-06,-0.385420200835188
5.085106382978723e-06,-0.3849155570803805
5.095744680851064e-06,-0.38441048651890036
5.106382978723404e-06,-0.3839050122291092
5.1170212765957445e-06,-0.38339915715951245
5.127659574468085e-06,-0.38289294412782326
5.138297872340425e-06,-0.38238639582003386
5.148936170212766e-06,-0.3818795347894932
5.159574468085106e-06,-0.3813723834559916
5.170212765957447e-06,-0.3808649641048514
5.180851063829787e-06,-0.3803572988860254
5.191489361702128e-06,-0.3798494098132007
5.202127659574468e-06,-0.37934131876291155
5.2127659574468086e-06,-0.378833047473656
5.223404255319149e-06,-0.37832461754502233
5.2340425531914895e-06,-0.3778160504368209
5.24468085106383e-06,-0.37730736746822285
5.25531914893617e-06,-0.3767985898169067
5.265957446808511e-06,-0.37628973851821157
5.276595744680851e-06,-0.37578083446429644
5.287234042553192e-06,-0.37527189840330866
5.297872340425532e-06,-0.3747629509385575
5.308510638297873e-06,-0.3742540125276963
5.319148936170213e-06,-0.3737451034819107
5.3297872340425535e-06,-0.3732362439651147
5.340425531914894e-06,-0.3727274539931542
5.351063829787234e-06,-0.37221875343301775
5.361702127659575e-06,-0.37171016200205365
5.372340425531915e-06,-0.37120169926719554
5.382978723404256e-06,-0.3706933846441951
5.393617021276596e-06,-0.3701852373968619
5.404255319148937e-06,-0.36967727663631084
5.414893617021277e-06,-0.3691695213202171
5.4255319148936176e-06,-0.36866199025207835
5.436170212765958e-06,-0.36815470208048495
5.4468085106382985e-06,-0.3676476752983975
5.457446808510639e-06,-0.36714092824243105
5.468085106382979e-06,-0.3666344790921493
5.47872340425532e-06,-0.3661283458693634
5.48936170212766e-06,-0.36562254643744074
5.500000000000001e-06,-0.365117098500621
5.510638297872341e-06,-0.36461201960333833
5.521276595744682e-06,-0.36410732712955374
5.531914893617022e-06,-0.3636030383020934
5.5425531914893625e-06,-0.36309917018199545
5.553191489361703e-06,-0.36259573966786485
5.563829787234043e-06,-0.36209276349523534
5.574468085106384e-06,-0.3615902582359398
5.585106382978724e-06,-0.3610882402974892
5.595744680851065e-06,-0.3605867259224577
5.606382978723405e-06,-0.3600857311878771
5.617021276595746e-06,-0.3595852720046391
5.627659574468086e-06,-0.35908536411690495
5.638297872340426e-06,-0.35858602310152404
5.648936170212766e-06,-0.3580872643674594
5.659574468085107e-06,-0.3575891031552223
5.670212765957447e-06,-0.357091554536314
5.6808510638297875e-06,-0.3565946334126768
5.691489361702128e-06,-0.356098354516152
5.702127659574468e-06,-0.3556027324079468
5.712765957446809e-06,-0.35510778147810884
5.723404255319149e-06,-0.3546135159450093
5.73404255319149e-06,-0.3541199498548342
5.74468085106383e-06,-0.35362709708108403
5.755319148936171e-06,-0.3531349713240809
5.765957446808511e-06,-0.35264358611048474
5.7765957446808516e-06,-0.3521529547928177
5.787234042553192e-06,-0.3516630905489967
5.7978723404255325e-06,-0.3511740063818737
5.808510638297873e-06,-0.3506857151187859
5.819148936170213e-06,-0.3501982294111123
5.829787234042554e-06,-0.34971156173384044
5.840425531914894e-06,-0.34922572438514027
5.851063829787235e-06,-0.348740729485947
5.861702127659575e-06,-0.34825658897955214
5.872340425531916e-06,-0.3477733146312033
5.882978723404256e-06,-0.34729091802771245
5.8936170212765965e-06,-0.34680941057707154
5.904255319148937e-06,-0.34632880350807865
5.914893617021277e-06,-0.3458491078699705
5.925531914893618e-06,-0.345370334532065
5.936170212765958e-06,-0.3448924941834121
5.946808510638299e-06,-0.3444155973324518
5.957446808510639e-06,-0.34393965430668244
5.96808510638298e-06,-0.3434646752523374
5.97872340425532e-06,-0.3429906701340687
5.98936170212766e-06,-0.3425176487346411
6e-06,-0.3420456206546336
6.010638297872341e-06,-0.34157459531215073
6.02127659574468e-06,-0.3411045819425407
6.031914893617021e-06,-0.3406355895981238
6.042553191489361e-06,-0.3401676271479285
6.0531914893617016e-06,-0.3397007032774373
6.063829787234042e-06,-0.33923482648833925
6.0744680851063825e-06,-0.3387700050982932
6.085106382978723e-06,-0.33830624724069847
6.095744680851063e-06,-0.3378435608644751
6.106382978723404e-06,-0.3373819537338514
6.117021276595744e-06,-0.336921433428162
6.127659574468085e-06,-0.33646200734165305
6.138297872340425e-06,-0.33600368268329694
6.148936170212766e-06,-0.335546466476616
6.159574468085106e-06,-0.33509036555951377
6.1702127659574465e-06,-0.33463538658411596
6.180851063829787e-06,-0.3341815360166205
6.191489361702127e-06,-0.33372882013715444
6.202127659574468e-06,-0.3332772450396424
6.212765957446808e-06,-0.3328268166316809
6.223404255319149e-06,-0.3323775406344234
6.234042553191489e-06,-0.33192942258247404
6.24468085106383e-06,-0.3314824678237882
6.25531914893617e-06,-0.3310366815195844
6.2659574468085106e-06,-0.33059206864426305
6.276595744680851e-06,-0.3301486339853352
6.2872340425531915e-06,-0.32970638214335934
6.297872340425532e-06,-0.3292653175318864
6.308510638297872e-06,-0.3288254443774156
6.319148936170213e-06,-0.32838676671935674
6.329787234042553e-06,-0.3279492884100029
6.340425531914894e-06,-0.32751301311451064
6.351063829787234e-06,-0.3270779443108897
6.361702127659575e-06,-0.3266440852900022
6.372340425531915e-06,-0.32621143915556855
6.3829787234042555e-06,-0.325780008824184
6.393617021276596e-06,-0.3253497970253433
6.404255319148936e-06,-0.32492080630147385
6.414893617021277e-06,-0.324493039007978
6.425531914893617e-06,-0.3240664973132842
6.436170212765958e-06,-0.3236411831989061
6.446808510638298e-06,-0.3232170984595114
6.457446808510639e-06,-0.32279424470299917
6.468085106382979e-06,-0.322372623350585
6.4787234042553195e-06,-0.32195223563689623
6.48936170212766e-06,-0.3215330826100753
6.5000000000000004e-06,-0.32111516513189176
6.510638297872341e-06,-0.3206984838778625
6.521276595744681e-06,-0.3202830393373823
6.531914893617022e-06,-0.3198688318138612
6.542553191489362e-06,-0.3194558614248716
6.553191489361703e-06,-0.3190441281023042
6.563829787234043e-06,-0.31863363159253166
6.574468085106384e-06,-0.31822437145658194
6.585106382978724e-06,-0.31781634707032
6.5957446808510645e-06,-0.31740955762463763
6.606382978723405e-06,-0.31700400212565283
6.617021276595745e-06,-0.3165996793949172
6.627659574468086e-06,-0.3161965880696317
6.638297872340426e-06,-0.315794726602872
6.648936170212767e-06,-0.31539409326382206
6.659574468085106e-06,-0.31499468613801507
6.670212765957447e-06,-0.31459650312758514
6.680851063829787e-06,-0.31419954195152566
6.691489361702128e-06,-0.31380380014595777
6.702127659574468e-06,-0.3134092750644055
6.712765957446809e-06,-0.31301596387808217
6.723404255319149e-06,-0.3126238635761823
6.7340425531914895e-06,-0.31223297096618385
6.74468085106383e-06,-0.3118432826741585
6.75531914893617e-06,-0.3114547951450912
6.765957446808511e-06,-0.31106750464320626
6.776595744680851e-06,-0.3106814072523036
6.787234042553192e-06,-0.3102964988761032
6.797872340425532e-06,-0.3099127752385972
6.808510638297873e-06,-0.3095302318844111
6.819148936170213e-06,-0.3091488641791733
6.8297872340425535e-06,-0.3087686673098926
6.840425531914894e-06,-0.30838963628534444
6.8510638297872344e-06,-0.30801176593646507
6.861702127659575e-06,-0.30763505091675464
6.872340425531915e-06,-0.30725948570268824
6.882978723404256e-06,-0.306885064594135
6.893617021276596e-06,-0.30651178171478577
6.904255319148937e-06,-0.3061396310125899
6.914893617021277e-06,-0.30576860626019753
6.925531914893618e-06,-0.3053987010554134
6.936170212765958e-06,-0.30502990882165715
6.9468085106382985e-06,-0.30466222280843125
6.957446808510639e-06,-0.3042956360917982
6.968085106382979e-06,-0.303930141574866
6.97872340425532e-06,-0.30356573198828024
6.98936170212766e-06,-0.303202399890726
7.000000000000001e-06,-0.3028401376694371
